ADM2_PCODE,Area,Y_M_0,Y_M_1,Y_M_2,Y_M_3,Y_M_4,Y_M_5,Y_M_6,Y_M_7,Y_M_8,Y_M_9,Y_M_10,Y_M_11,Y_M_12,Y_M_13,Y_M_14,Y_M_15,Y_M_16,Y_M_17,Y_M_18,Y_M_19,Y_M_20,Y_M_21,Y_M_22,Y_M_23,Y_M_24,Y_M_25,Y_M_26,Y_M_27,Y_M_28,Y_M_29,Y_F_0,Y_F_1,Y_F_2,Y_F_3,Y_F_4,Y_F_5,Y_F_6,Y_F_7,Y_F_8,Y_F_9,Y_F_10,Y_F_11,Y_F_12,Y_F_13,Y_F_14,Y_F_15,Y_F_16,Y_F_17,Y_F_18,Y_F_19,Y_F_20,Y_F_21,Y_F_22,Y_F_23,Y_F_24,Y_F_25,Y_F_26,Y_F_27,Y_F_28,Y_F_29,Y_T_0,Y_T_1,Y_T_2,Y_T_3,Y_T_4,Y_T_5,Y_T_6,Y_T_7,Y_T_8,Y_T_9,Y_T_10,Y_T_11,Y_T_12,Y_T_13,Y_T_14,Y_T_15,Y_T_16,Y_T_17,Y_T_18,Y_T_19,Y_T_20,Y_T_21,Y_T_22,Y_T_23,Y_T_24,Y_T_25,Y_T_26,Y_T_27,Y_T_28,Y_T_29
UG2038,184520.30927594,9180.968204918707,8975.899131984479,8729.870679276482,8448.542434593677,8137.573985735016,7802.624920499459,7449.3548266859625,7083.4232920934855,6710.489904520983,6336.214251767414,5956.922657845045,5568.9414467661345,5224.596525263108,4948.214008708304,4717.453693540605,4491.154341157349,4284.154295676028,4056.2193633029206,3785.3183554132147,3495.313864974788,3229.8897752075836,2977.657431420328,2773.5180511429776,2638.406672113407,2554.683438551804,2475.3488521696254,2399.693286899552,2364.2953550629786,2379.374571083405,2424.0769173937383,9795.77349416404,9261.403585006983,8761.624993470781,8294.085270460859,7856.4319668826465,7446.312633641574,7061.374821643063,6699.266081792543,6357.633964995441,6034.126022157185,5736.120483385002,5470.995578786133,5187.745463256972,4864.556329299332,4528.2677654240615,4215.314161883156,3903.745833717773,3689.196511154676,3618.238896029629,3639.459510857068,3659.033614857544,3700.719882437217,3689.994322208704,3581.8770398171237,3413.290362402211,3264.177428291287,3116.198710018126,2987.7378103716346,2895.197211312075,2824.3767862537775,18976.741699082748,18237.302716991464,17491.495672747264,16742.627705054536,15994.005952617663,15248.937554141034,14510.729648329027,13782.689373886029,13068.123869516425,12370.340273924598,11693.043141230048,11039.937025552266,10412.341988520078,9812.770338007636,9245.721458964666,8706.468503040505,8187.900129393801,7745.415874457596,7403.557251442844,7134.773375831855,6888.923390065127,6678.377313857545,6463.512373351681,6220.28371193053,5967.973800954015,5739.526280460912,5515.891996917678,5352.033165434614,5274.57178239548,5248.453703647516
UG3073,108637.62511753,4597.507699836901,4497.524001651576,4381.029090916858,4250.170842158226,4107.09712990116,3953.9558286711344,3792.89481299363,3626.0619573941235,3455.6051363980946,3283.672224531018,3108.993105184828,2930.297661751443,2766.823724424104,2627.555149995393,2504.385839590133,2384.004488069758,2273.60773709701,2150.0996255110326,2002.1125024292148,1843.5225526552856,1695.9227132525714,1550.6133184607888,1443.4719974329012,1393.136499002515,1381.0968262422048,1369.9957958426485,1367.0535194077736,1358.8413420931197,1334.825443126211,1301.6793071082263,4226.881232901532,4266.240089738228,4255.59204914026,4200.950564469887,4108.329089089352,3983.7410763609164,3833.199979646824,3662.7192523093304,3478.312347710686,3285.9927192131413,3084.4240547707327,2872.2700423374886,2692.292962316757,2565.205798887228,2474.9727091864966,2381.3882811373187,2288.3456951117682,2212.4597694229933,2156.6347380053844,2113.1734698424366,2074.6782340709824,2046.4729377689312,1993.920173270936,1900.2429172930958,1781.9652421708954,1671.1348448851695,1559.8381076735025,1466.9036091311043,1404.4490487982473,1362.3069625838464,8824.388932738433,8763.764091389803,8636.62114005712,8451.121406628114,8215.426218990513,7937.696905032051,7626.094792640453,7288.781209703454,6933.917484108781,6569.664943744159,6193.417159955561,5802.567704088931,5459.116686740861,5192.760948882621,4979.3585487766295,4765.3927692070765,4561.953432208778,4362.5593949340255,4158.747240434599,3956.696022497722,3770.6009473235536,3597.0862562297198,3437.392170703837,3293.379416295611,3163.0620684131,3041.130640727818,2926.891627081276,2825.7449512242238,2739.2744919244583,2663.9862696920727
UG1005,167056.78152625,3455.812249884062,3337.9525523022235,3247.221632438569,3178.9704895634313,3128.550122947144,3091.311531860036,3062.6057155724448,3037.783673354699,3012.1964044771353,2981.194908210084,2950.4508094492635,2925.6357330903893,2850.4975502768743,2699.74600902828,2499.6939854910947,2306.670388875301,2115.080374638575,1925.0041611145284,1744.0050608241895,1574.9171672253078,1405.6873428895462,1229.9375132644993,1113.5878004864937,1085.463384534834,1114.1409481482174,1142.7561844971483,1186.7429834408651,1197.286582181553,1145.6468448018004,1056.6241792650735,3315.3371588752293,3205.4332031896006,3123.98563374068,3065.8550003844302,3025.901852976811,2998.986741373787,2979.970215431317,2963.712825005363,2945.0751199518854,2918.9176501268485,2895.134105323514,2883.618175335156,2804.0647103312017,2621.2679802929983,2375.1879548884294,2137.337538411461,1889.03079553223,1692.860702035841,1585.81391808722,1537.1446779221483,1479.2847928364924,1425.944985241096,1367.933781841354,1293.964322009555,1211.8349082058621,1142.5640366557811,1084.2680078793667,1024.4485469209662,959.7316991803546,895.5889896204021,6771.149408759291,6543.385755491824,6371.207266179249,6244.825489947862,6154.451975923955,6090.298273233823,6042.575931003761,6001.496498360062,5957.271524429021,5900.112558336932,5845.584914772778,5809.253908425546,5654.562260608076,5321.013989321278,4874.881940379524,4444.007927286762,4004.111170170805,3617.8648631503693,3329.8189789114094,3112.061845147456,2884.9721357260387,2655.8824985055953,2481.5215823278477,2379.427706544389,2325.9758563540795,2285.3202211529297,2271.010991320232,2221.7351291025193,2105.378543982155,1952.2131688854756
UG3074,187158.91222617,6084.709836826415,6121.754408832096,6087.77954415903,5992.157188449214,5844.259287344647,5653.457786487331,5429.124631519261,5180.631768082436,4917.351141818855,4648.654698370515,4366.325040013214,4062.144769022742,3833.432547872123,3724.7390089357664,3692.668067757058,3655.6553381302933,3637.67249404701,3575.0928394015345,3430.4995197705894,3239.4743224785725,3071.1943962395253,2907.2385196702767,2790.408413341421,2747.4940551962036,2754.2663048830746,2751.119072339141,2739.6692094552664,2750.126440529092,2788.2002299959067,2835.772648618695,6266.015527053489,6273.379492358329,6206.54718436666,6076.222111673752,5893.107782874872,5667.907706565292,5411.325391340278,5134.064345795097,4846.82807852502,4560.320098125315,4263.61129448467,3945.7725574917745,3725.6704892747957,3657.27383584216,3686.3882496693986,3707.812651982721,3746.1416762478157,3742.623206707851,3658.545883510675,3524.6539711562395,3406.1120453469903,3284.737932562865,3185.8678397363365,3126.9699084440285,3089.246963218779,3043.8640110502556,3005.504439380673,2918.523399553622,2755.187097553244,2546.3686027792046,12350.725363879905,12395.133901190424,12294.32672852569,12068.379300122966,11737.36707021952,11321.365493052623,10840.450022859539,10314.696113877533,9764.179220343874,9208.97479649583,8629.936334497885,8007.917326514516,7559.103037146919,7382.012844777926,7379.056317426457,7363.467990113015,7383.814170294825,7317.716046109385,7089.045403281265,6764.1282936348125,6477.306441586516,6191.976452233142,5976.276253077757,5874.463963640232,5843.513268101853,5794.983083389397,5745.173648835939,5668.649840082714,5543.3873275491505,5382.141251397899
UG4106,264797.608120634,7517.48837266793,7330.518658630989,7134.033371242407,6930.180316175815,6721.107299104852,6508.96212570314,6295.89260164432,6084.046532602024,5875.571724249883,5672.61598226153,5468.642178716588,5257.113185694668,5083.601476839481,4967.624725012688,4885.275935105877,4802.386331178674,4736.896738854774,4611.9898640574465,4389.542538966158,4110.396695510746,3848.453479823069,3582.855918334514,3378.666111365796,3273.7796422430383,3234.4928660512815,3187.510073461857,3145.45462903539,3100.745062146876,3041.582474115904,2973.0053289167727,6952.990216240441,6961.344534773917,6920.375907585524,6836.381344868862,6715.657856817526,6564.502453625098,6389.21214548518,6196.083942591365,5991.414855137245,5781.501893316411,5559.955125776925,5320.384621166854,5132.52209740744,5028.038447783336,4975.169857851546,4912.896330236403,4856.319516835434,4767.713219322596,4623.078222938093,4442.438521441774,4269.085910838052,4093.4843369077767,3924.9744826350707,3772.263304106343,3628.3271430719547,3481.5612734940623,3339.2377065381,3179.4846484888603,2991.8560852042388,2790.1925066093377,14470.478588908372,14291.863193404906,14054.40927882793,13766.561661044678,13436.765155922378,13073.464579328238,12685.1047471295,12280.13047519339,11866.986579387129,11454.11787557794,11028.597304493513,10577.497806861522,10216.123574246922,9995.663172796023,9860.445792957424,9715.282661415076,9593.216255690208,9379.703083380042,9012.62076190425,8552.83521695252,8117.539390661121,7676.34025524229,7303.640594000866,7046.042946349382,6862.820009123236,6669.07134695592,6484.692335573491,6280.229710635736,6033.438559320142,5763.197835526111
UG4107,96561.1857278442,5377.995754582715,5125.398833069709,4912.87067552534,4735.426999536676,4588.083522690778,4465.855962574715,4363.760036775549,4276.8114628803505,4200.02595847618,4128.4192411501035,4066.07183216891,4017.0642527993796,3931.088202229984,3785.0297906883425,3601.099146800684,3425.7402961840976,3251.008442377347,3086.721873208987,2942.882138042397,2814.688215999471,2684.8594738762094,2553.8783627583985,2443.8157548178206,2362.987797634961,2301.720287885312,2243.549737665594,2193.60108015853,2132.9696927614455,2051.1676605833622,1957.7316985544685,4937.246223942789,4795.961786947912,4670.431795543065,4558.228871298633,4456.9256357849945,4364.0947105725245,4277.30871723161,4194.140277332627,4112.162012445958,4028.9465441419798,3949.9861515481157,3880.773113791782,3779.281764658164,3627.245410603562,3445.995645869476,3269.8605315550863,3085.650183417338,2944.7497520937795,2874.1765283386935,2847.135273839202,2811.9492452846057,2781.5167342448062,2724.2999576348125,2620.216663883643,2486.214663632734,2362.036736891123,2242.989589012961,2120.9183331114273,1996.8048908626638,1874.5158441436256,10315.241978525504,9921.360620017622,9583.302471068404,9293.655870835308,9045.009158475772,8829.95067314724,8641.06875400716,8470.951740212979,8312.187970922138,8157.365785292083,8016.057983717026,7897.837366591162,7710.369966888147,7412.2752012919045,7047.09479267016,6695.600827739184,6336.658625794686,6031.471625302766,5817.05866638109,5661.823489838673,5496.808719160816,5335.395097003205,5168.115712452633,4983.204461518604,4787.934951518046,4605.586474556717,4436.590669171491,4253.888025872873,4047.972551446026,3832.247542698094
UG2039,63856.8572573922,7827.894075892337,7888.693443702863,7870.033866643902,7780.409757260266,7628.315528096762,7422.245591698214,7170.694360609421,6882.156247375198,6565.125664540356,6228.097024649708,5870.761184815126,5492.809002148493,5146.752666359287,4858.693700858188,4610.715851891207,4361.981267427905,4124.473428035454,3889.2414061468735,3648.997922829319,3413.901039261746,3197.3397506048086,2991.7686438850046,2833.059926641095,2738.866064178066,2690.658171374027,2647.218556226853,2610.747147246678,2589.3238526882424,2580.852320848604,2578.336216904322,8523.683498798746,8211.78232227359,7917.386390935985,7638.646993266963,7373.715417747547,7120.742952858766,6877.880887081643,6643.280508897206,6415.093106786484,6191.4699692305,5978.442527329484,5782.042212183656,5561.019599178051,5297.765691555295,5014.072205654012,4743.218559143568,4471.203313978133,4256.941391273017,4130.769675182161,4062.261417225217,3990.3504512529585,3926.8869702772913,3848.8085958400206,3738.356508691144,3606.8656991390853,3485.2883205419494,3369.6639547877307,3243.0669198766636,3100.8729276645445,2949.262076580312,16351.577574691084,16100.475765976453,15787.420257579888,15419.05675052723,15002.030945844308,14542.988544556982,14048.575247691064,13525.436756272404,12980.21877132684,12419.56699388021,11849.20371214461,11274.85121433215,10707.772265537338,10156.459392413482,9624.788057545218,9105.199826571472,8595.676742013587,8146.18279741989,7779.76759801148,7476.1624564869635,7187.6902018577675,6918.655614162296,6681.868522481116,6477.22257286921,6297.523870513112,6132.506876768803,5980.411102034409,5832.390772564906,5681.7252485131485,5527.598293484634
UG4108,264836.247843693,13597.513914826808,12433.675884448223,11465.080853519254,10671.44747729775,10032.494411041565,9527.940310008555,9137.503829456567,8840.903624643452,8617.858350827066,8448.08666326526,8338.748884510189,8297.005337114015,8165.366339863058,7868.667213426556,7468.951614945282,7107.872929827239,6762.434539714584,6425.931467943612,6110.954584297855,5816.518390482406,5525.684081791006,5237.804495211513,4999.077381117559,4829.5627595742,4710.283222825025,4597.20405725965,4493.135462653454,4410.696733748357,4349.795132238711,4302.163674013429,13691.926075370748,12674.482656191683,11783.732338994092,11009.877347937967,10343.119907183296,9773.66224089007,9291.706573218265,8887.455128327878,8551.110130378893,8272.873803531289,8047.768887928985,7870.818123715849,7708.121155132346,7540.239174370651,7371.835953542467,7226.641956576327,7099.464551497307,6957.4802431398975,6786.501483917788,6595.366445570177,6408.02999307876,6220.816128234632,6022.241282945676,5809.33081792648,5585.616402127651,5363.470045499924,5147.456188110838,4912.51993367669,4649.7173157365905,4374.787148122363,27289.439990197556,25108.158540639906,23248.813192513346,21681.324825235715,20375.614318224863,19301.602550898624,18429.210402674835,17728.35875297133,17168.968481205957,16720.960466796547,16386.517772439176,16167.823460829863,15873.487494995403,15408.906387797208,14840.787568487749,14334.514886403565,13861.899091211892,13383.41171108351,12897.456068215644,12411.884836052584,11933.714074869766,11458.620623446146,11021.318664063234,10638.89357750068,10295.899624952675,9960.674102759574,9640.591650764292,9323.216667425047,8999.512447975301,8676.950822135792
UG2040,72442.9657653522,9885.855089893434,9437.74791652667,9045.173762522154,8701.92586116933,8401.797445757646,8138.581749576539,7906.072005915456,7698.061448063845,7508.343309311149,7330.710822946812,7172.787611831792,7042.1972988270545,6863.581169364457,6603.071677590401,6295.953225508892,6007.5354408550575,5720.145613934927,5484.906692955039,5332.37418674319,5235.773889210087,5133.5422764128725,5032.911482309187,4943.462574276562,4862.13620999917,4783.9156026446135,4708.050354597786,4636.139001663467,4537.134944083028,4395.922660976225,4224.590911098993,10067.235020269556,9641.748685570445,9273.209127094555,8954.992301488619,8680.47416539938,8443.030675473567,8236.03778835792,8052.871460699177,7886.907649144079,7731.522310339358,7594.141176087766,7482.18997819205,7318.7957975188865,7069.235040402982,6769.032988959116,6479.7251800185695,6178.548499476537,5939.574257737439,5802.506328107098,5726.353230133656,5637.5082535620895,5559.199112646593,5419.841626932695,5179.118492568717,4875.722317960205,4587.70937704282,4298.324049043542,4039.0644041347296,3833.1036494674945,3663.403583071816,19953.09011016299,19079.496602097115,18318.38288961671,17656.91816265795,17082.271611157026,16581.612425050105,16142.109794273376,15750.932908763021,15395.250958455228,15062.23313328617,14766.928787919558,14524.387277019105,14182.376966883345,13672.306717993382,13064.986214468008,12487.260620873627,11898.694113411464,11424.48095069248,11134.880514850287,10962.127119343742,10771.050529974962,10592.110594955779,10363.304201209257,10041.254702567887,9659.637920604819,9295.759731640606,8934.463050707009,8576.199348217757,8229.02631044372,7887.994494170809
UG3075,474757.086614265,1118.7933167231722,1235.4188681633266,1341.1081621340095,1435.986560941453,1520.1794268918877,1593.8121222915438,1657.0100094466522,1709.8984506634442,1752.6028082481498,1785.2484445070004,1805.729677652051,1811.9408258953556,1815.1624720140255,1819.982066502641,1819.8318393849077,1809.6092228451948,1797.5979136329295,1743.1316018383664,1627.7879367871699,1473.936240020981,1323.0645250001785,1167.7107985259725,1032.5509358646482,934.3502124931476,863.0923468341837,788.1553422474733,711.0550705578141,660.5280885727274,646.3442991975254,655.5897011852493,1075.8878561068532,1242.7631192372644,1385.7631599677004,1506.3526190482125,1605.9961372288499,1686.1583552596662,1748.3039138907097,1793.8974538720308,1824.4036159536818,1841.287040885713,1843.895771513096,1831.5778506808037,1816.3809086642786,1804.0027820237271,1789.5583177939645,1765.5593656628046,1737.2173627485256,1687.2629679600295,1607.5506314058273,1508.6687850355831,1409.5636334071605,1306.7006028690466,1213.8408187486498,1139.8443532521458,1079.1581961032769,1016.102944606157,952.2948950438257,898.2216012803054,857.0523718926397,824.5638008070514,2194.6811728300254,2478.181987400591,2726.8713221017097,2942.3391799896654,3126.1755641207374,3279.97047755121,3405.313923337362,3503.795904535475,3577.0064242018316,3626.5354853927133,3649.625449165147,3643.518676576159,3631.543380678304,3623.9848485263683,3609.390157178872,3575.1685885079996,3534.815276381455,3430.394569798396,3235.338568192997,2982.605025056564,2732.628158407339,2474.4114013950193,2246.391754613298,2074.1945657452934,1942.2505429374605,1804.2582868536304,1663.3499656016397,1558.7496898530328,1503.396671090165,1480.1535019923008
UG4109,61993.5594036572,3706.7623704960088,3585.966316124686,3504.9348360788604,3457.7849813641697,3438.633802986242,3441.598351950726,3460.7956792632435,3490.342835929433,3524.35687295493,3556.954841345369,3590.9386988606484,3629.1104032606668,3622.162471779738,3546.8421419149668,3423.3211849347795,3300.616555594796,3175.6357681250365,3028.543557409177,2856.560954758326,2670.861307605565,2483.3917421490696,2289.3566052406595,2129.5459091806297,2024.7472967694289,1957.7603562671125,1888.052079093989,1820.6751221188413,1763.9207269035087,1716.8632317552226,1675.8781544036676,4399.500763785297,4079.3957973544543,3839.2354991428374,3669.5395547837757,3560.8276499105937,3503.619470156622,3488.434701155184,3505.793028539609,3546.2141379432255,3600.217714999358,3670.747396713236,3760.746820090086,3798.615913903736,3750.0264610437084,3642.7700012590353,3540.127296763637,3430.835401540038,3314.327159475594,3197.11147087714,3076.7840777974925,2947.1469425453374,2812.6978173342063,2668.609763127836,2512.935554864051,2351.4985435221693,2193.1610770757006,2037.4608122483683,1893.6754975480922,1767.7669507989915,1657.580246671688,8106.263134281306,7665.36211347914,7344.170335221697,7127.324536147946,6999.461452896836,6945.217822107348,6949.230380418428,6996.135864469043,7070.571010898156,7157.172556344727,7261.686095573885,7389.857223350753,7420.778385683474,7296.868602958675,7066.091186193815,6840.743852358433,6606.471169665075,6342.87071688477,6053.672425635466,5747.645385403057,5430.5386846944075,5102.054422574865,4798.155672308465,4537.68285163348,4309.258899789282,4081.2131561696897,3858.1359343672093,3657.596224451601,3484.630182554214,3333.4584010753556
UG4110,131160.929266146,5531.091549188563,5493.504272083098,5460.156656932814,5429.45654500732,5399.81177757623,5369.630195909143,5337.31964127568,5301.287954945441,5259.942978188044,5211.692552273091,5159.399687707058,5105.92739499641,5027.407669226457,4913.338013193086,4775.491775876491,4633.944163989858,4482.039368825219,4343.503481540086,4231.326812596087,4133.1814225669505,4027.549225837159,3923.2940366566604,3793.27484681449,3623.2894093525615,3429.139496030228,3238.5003137844947,3043.042247091442,2871.2095367440024,2739.060299120167,2632.0077703338925,5311.498258592624,5369.292228452496,5398.429900977492,5401.305641576078,5380.313815656709,5337.848788627844,5276.304925897947,5198.0765928754745,5105.5581549688895,5001.1439775866465,4887.310970705573,4766.536044302481,4640.800840944036,4512.334636901974,4383.779431289838,4246.673269476122,4092.0589294191645,3979.088713778043,3932.9427074298196,3922.0430580009474,3900.832939392345,3891.865050205662,3797.23735729355,3567.9236059330324,3255.2764845253114,2957.877569881916,2653.853707065361,2399.322605923239,2231.4823325354355,2122.5385656609487,10842.589807781187,10862.796500535595,10858.586557910307,10830.762186583397,10780.12559323294,10707.478984536989,10613.624567173627,10499.364547820915,10365.501133156933,10212.836529859738,10046.71065841263,9872.463439298892,9668.208510170494,9425.67265009506,9159.27120716633,8880.61743346598,8574.098298244384,8322.592195318128,8164.269520025906,8055.224480567898,7928.382165229505,7815.1590868623225,7590.512204108039,7191.213015285593,6684.415980555539,6196.3778836664105,5696.895954156803,5270.532142667242,4970.542631655602,4754.546335994841
UG2041,88746.9958733344,2899.8287709838396,2862.34078121888,2802.7298837220824,2724.1624560750224,2629.804875859276,2522.823520656417,2406.3847680480226,2283.6549956156655,2157.800580940923,2031.9879016053706,1901.2663515796057,1760.6853248342304,1653.9961170056965,1600.5990728975296,1579.3096192583787,1556.8847965338302,1548.7835468353214,1496.7094250951143,1371.126696224081,1203.9624477824125,1049.758829934641,889.3026056661269,788.9563238736798,784.587205028247,840.7493146745652,888.6214128343883,944.9580454409248,970.0382338309123,938.1161306540798,870.5088257238849,3047.893688682415,2913.70443050454,2774.386872530525,2631.5795352367318,2486.920939099529,2342.0496045952764,2198.6040522003427,2058.222802391092,1922.5443756438895,1793.2072924350991,1669.5653643865348,1550.9724031200067,1450.4904733846454,1374.3275133659213,1317.267916976542,1263.887634627605,1212.4708698575291,1181.4277278324164,1176.820654049972,1187.940509318167,1201.1866398376849,1223.084293436893,1217.130100704827,1164.9806839122405,1084.1498463626647,1009.2959019397019,932.0485472876225,870.2562672882624,835.8295889112297,818.8300489281627,5947.7224596662545,5776.04521172342,5577.116756252608,5355.741991311754,5116.725814958805,4864.873125251694,4604.988820248365,4341.877798006757,4080.3449565848123,3825.1951940404697,3570.8317159661406,3311.657727954237,3104.486590390342,2974.926586263451,2896.5775362349204,2820.772431161435,2761.2544166928506,2678.1371529275307,2547.947350274053,2391.9029571005794,2250.945469772326,2112.38689910302,2006.086424578507,1949.5678889404876,1924.89916103723,1897.9173147740903,1877.0065927285473,1840.2945011191746,1773.9457195653094,1689.3388746520477
UG4111,155424.27403603902,10465.187133351677,10053.20467398165,9662.95054915528,9293.09305807929,8942.3004999604,8609.241174005332,8292.58337942081,7990.995415413553,7703.145581190283,7427.702175957724,7159.6705654180905,6894.0561152735945,6647.841792253496,6427.021762573528,6219.275524926892,6020.466322960177,5848.435001347007,5605.987131959575,5249.782989566281,4832.345576270059,4436.865074809871,4031.496395123233,3745.4971817358305,3646.7462573461703,3668.8701658292944,3678.0923217752775,3701.7388743623605,3688.246544714077,3598.6463122166188,3459.7103463017665,10477.56711351677,10090.474607632414,9708.765712356679,9333.758776083585,8966.77214720715,8609.124174121398,8262.133205220345,7927.117588898005,7605.395673548403,7298.285807565555,7002.915895295417,6716.413841083953,6461.050213565477,6246.524249230122,6061.582964327734,5881.904509919289,5708.309701354124,5544.604552249678,5388.912033041277,5236.867448940833,5090.088879570009,4953.179602818588,4785.890655313445,4569.901661268219,4324.269112615637,4085.736532771781,3846.1952038898316,3625.9709430115377,3438.64767327818,3274.1138720905687,20942.754246868448,20143.679281614066,19371.71626151196,18626.851834162873,17909.07264716755,17218.365348126732,16554.716584641155,15918.113004311559,15308.541254738686,14725.987983523279,14162.586460713508,13610.469956357549,13108.892005818972,12673.54601180365,12280.858489254626,11902.370832879467,11556.74470270113,11150.591684209252,10638.695022607557,10069.213025210891,9526.95395437988,8984.67599794182,8531.387837049275,8216.64791861439,7993.139278444931,7763.828854547059,7547.934078252192,7314.217487725615,7037.293985494798,6733.824218392336
UG4112,166734.62988535198,8963.396403082,8581.26931836066,8213.840060748353,7860.8799908174215,7522.160469140218,7197.452856289079,6886.528512836358,6589.158799354394,6305.115076415537,6034.1687045921335,5773.517071051567,5520.357562961235,5287.331407918254,5079.357913304871,4888.486519478577,4708.0895883183675,4546.983322132973,4359.714872812833,4125.39194405258,3868.3464482287454,3629.2559996310274,3394.5291621308343,3215.3074393754564,3119.4107068606195,3080.7147236021624,3039.9189918908214,3002.455953793213,2978.6167723988974,2965.474426989982,2956.0529626627876,9621.681997948115,8983.532195256676,8421.177484786713,7927.294569137503,7494.560150908332,7115.650932698468,6783.243617107197,6490.014906733793,6228.641504177539,5991.800112037708,5790.111706937476,5634.197265500017,5427.01212020513,5125.344425604295,4775.703706368478,4451.9137819314965,4120.132827583757,3905.6301824688153,3872.063877827551,3950.49930835658,4014.9850730277863,4098.680934666182,4099.513938885758,3956.508962597158,3721.3848137202153,3508.7315065002895,3297.9063379717213,3096.737518848738,2921.356589207457,2764.1693277240934,18585.078401030114,17564.801513617334,16635.017545535065,15788.174559954925,15016.720620048549,14313.103788987548,13669.772129943554,13079.173706088188,12533.756580593075,12025.96881662984,11563.628777989043,11154.554828461252,10714.343528123383,10204.702338909166,9664.190225847055,9160.003370249864,8667.11614971673,8265.345055281648,7997.45582188013,7818.845756585326,7644.241072658813,7493.210096797016,7314.821378261215,7075.919669457778,6802.099537322378,6548.650498391111,6300.3622917649345,6075.354291247635,5886.831016197439,5720.222290386881
UG2042,73711.4856890283,3323.8005661228567,3149.45244788702,2980.3516795200667,2816.996879098631,2659.886664699345,2509.519654398843,2366.3944662737567,2231.0097184007186,2103.864028856362,1985.4560157173196,1872.0979888826255,1760.102258251316,1670.898982788012,1613.3593969245417,1575.423194204744,1541.1774100460987,1519.8269289316693,1468.3390369059307,1365.6135110550533,1234.0814604973682,1112.6452312737968,987.9695709866683,904.6046010185431,886.8640222682976,910.8237241512842,930.1299511735047,956.3143216211895,961.8302018959844,929.0225220451227,872.801422019659,3429.5645035918783,3231.8665416955982,3043.1634612308903,2863.7194269422444,2693.7986035741496,2533.6651558710932,2383.583248577565,2243.8170464380546,2114.630714197049,1996.288416599039,1886.7057559298814,1783.7983344754368,1699.5731292733428,1638.9914299853472,1595.2717139800507,1556.395213680061,1524.4345362597694,1490.6116343141637,1449.225225269302,1403.616238700744,1361.3843191681785,1319.278456651893,1281.0473149656027,1248.7481634362089,1218.6052098627565,1189.0845607249626,1165.6519963359663,1119.3228834246154,1037.1711832063324,934.979534883453,6753.365069714735,6381.318989582618,6023.515140750957,5680.716306040875,5353.685268273495,5043.184810269937,4749.977714851322,4474.826764838774,4218.494743053411,3981.7444323163586,3758.803744812507,3543.9005927267526,3370.472112061355,3252.350826909889,3170.6949081847947,3097.5726237261597,3044.2614651914387,2958.9506712200946,2814.8387363243555,2637.697699198112,2474.0295504419755,2307.2480276385613,2185.651915984146,2135.6121857045064,2129.428934014041,2119.214511898467,2121.9663179571558,2081.1530853205995,1966.1937052514552,1807.780956903112
UG1006,905120.706878738,1286.4797469518555,1096.3356870822151,932.4790563786024,793.5832622390313,678.3217120615153,585.3678132440687,513.3949731847047,461.07659928143744,427.0860989322807,410.09687953524826,412.94725243012675,438.47552895670276,464.53059680412593,481.4560554868642,500.42002422825,526.4218946172841,539.4716345923298,631.5598488496524,842.8517276483386,1120.1952639492247,1381.833423036612,1657.9898069527023,1814.5762735252038,1780.997113229419,1623.5830700527335,1478.1660915429054,1316.266381033195,1185.332153138114,1122.2329075339633,1100.5648011626715,1403.4500110488784,1196.258383217099,1013.1119590786246,853.1711309349876,715.5962910877206,599.5478318383533,504.18614548841964,428.67162433945106,372.1646606929793,333.8256468505364,311.3778784702629,302.5446512102993,313.6718405891343,346.7940321950823,396.7603283995013,450.9224835438079,505.2548318297664,574.8480560577464,663.7975680854237,760.2684892716358,853.030940389443,949.9713908105092,997.9972676253552,971.3194609653061,894.964729529307,820.857506301393,739.943181984455,664.7182284142751,607.066750573714,560.913619168223,2689.929758000734,2292.594070299314,1945.591015457227,1646.7543931740188,1393.918003149236,1184.915645082422,1017.5811186731244,889.7482236208884,799.25075962526,743.9225263857846,724.3251309003897,741.0201801670021,778.2024373932602,828.2500876819465,897.1803526277513,977.344378161092,1044.726466422096,1206.407904907399,1506.6492957337623,1880.4637532208603,2234.864363426055,2607.9611977632117,2812.573541150559,2752.316574194725,2518.5477995820406,2299.0235978442984,2056.20956301765,1850.0503815523894,1729.2996581076773,1661.4784203308946
