fid,CMAUID,CMAPUID,CMANAME,CMATYPE,PRUID,PRNAME,F_20_to_24sum,F_5_to_9sum,M_15_to_19sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,M_20_to_24sum,F_1_to_4sum,F_30_to_34sum,M_30_to_34sum,F_15_to_19sum,M_25_to_29sum,M_0_to_1sum,F_25_to_29sum,M_1_to_4sum,M_5_to_9sum,F_35_to_39sum,F_0_to_1sum,Area
"11","571","35571",Midland,D,"35",Ontario,1258.21089625105,1012.7957453581,1154.23692149596,1036.58027499597,985.670548215337,1191.38934428607,1315.01908997939,771.488934702549,1334.77890529227,1208.08696112508,1062.27744185642,1240.79731202897,187.418232162602,1279.42996049094,807.614377562939,1089.80647679002,1300.0977995004,179.950113049815,20313.4076390701
"12","575","35575",North Bay,K,"35",Ontario,2440.27212175107,1964.29487965741,2238.61690295531,2010.42444928872,1911.68616267598,2310.67320371188,2550.45035435741,1496.28567452195,2588.7740746878,2343.05786165227,2060.26353413398,2406.49886117031,363.493503590217,2481.4260258073,1566.35016804464,2113.65548564404,2521.5108433318,349.009252007736,602365.06527437
"13","580","35580",Greater Sudbury / Grand Sudbury,B,"35",Ontario,5565.53042862124,4479.96878319585,5105.61522086827,4585.17652492653,4359.98403997482,5269.95408110424,5816.81400381281,3412.57984068024,5904.21894246982,5343.8137983941,4698.8445636562,5488.50372542164,829.01990239498,5659.39017376821,3572.37598349218,4820.61562654372,5750.81164059261,795.985659399216,437212.331950456
"14","590","35590",Sault Ste. Marie,K,"35",Ontario,2627.5009703955,2115.00457711966,2410.37383928696,2164.67341644396,2058.3594752104,2487.95862817245,2746.13258088976,1611.08756061902,2787.39667337627,2522.8279871859,2218.33638212879,2591.13646977539,391.382389198039,2671.81239003071,1686.52772388473,2275.82480966188,2714.9726981512,375.786839827008,83243.1842161174
"15","565","35565",Wasaga Beach,D,"35",Ontario,623.094245686078,501.559160907841,571.604001877331,513.337793776046,488.126154573947,590.002715079727,651.226937133929,382.058618188214,661.012440386162,598.271749696682,526.06360594896,614.470648274383,92.8137107049375,633.602402440645,399.948746853749,539.696601593437,643.837580070442,89.1153306000616,6019.27303820466
"16","569","35569",Orillia,D,"35",Ontario,1086.80922651362,874.826122599155,996.999262690755,895.37056998337,851.396096722168,1029.0905411066,1135.87864059181,666.391695507933,1152.94664289086,1043.51350077843,917.567101601828,1071.76783389501,161.886902099134,1105.13769260531,697.595894772214,941.345952592997,1122.99002344078,155.436138675424,7975.75890628359
"17","452","24452",Saint-Hyacinthe,D,"24",Quebec / Québec,1905.45190221517,1510.54530591822,1649.4667111734,1424.41565210014,1418.1090341405,1896.83816588341,1916.03866358342,1262.53944457021,2171.79103558576,2174.03707745015,1551.40649808985,2007.64779629088,316.552866694914,2018.63702252385,1288.01993933851,1528.2745406699,1949.33745961594,297.579724221937,33163.6505603679
"18","468","24468",Lachute,D,"24",Quebec / Québec,432.54558216831,342.900125962457,374.435868574878,323.34833354213,321.916704900923,430.590227042074,434.948820764293,286.601754281905,493.005682190291,493.515544522521,352.175787918433,455.744478210709,71.8588296463963,458.239079593091,292.38593399664,346.924736779805,442.50778744564,67.5518467370875,11184.991481744
"19","001","10001",St. John's,B,"10",Newfoundland and Labrador / Terre-Neuve-et-Labrador,6611.22269593156,4416.93747611268,5951.02221634627,4753.72830921927,4774.05806988554,6631.4095574054,6413.81778365705,3318.50282537986,6814.17734942107,5880.87836205359,4346.87356891623,5618.7685055373,1009.38950994255,6437.7770848117,4170.54958373667,5065.93998080208,7101.10967790147,849.276424213753,85046.0460492743
"20","005","10005",Bay Roberts,D,"10",Newfoundland and Labrador / Terre-Neuve-et-Labrador,358.975293918986,239.830286118697,323.127815683052,258.117309997884,259.221172438585,360.07139811165,348.256627796,180.187626867173,369.995298987356,319.319153995086,236.025965092878,305.087147829014,54.8076978738081,349.557567322001,226.451948945571,275.069738065533,385.575112328021,46.1138987358245,11099.7780597849
"21","011","10011",Gander,D,"10",Newfoundland and Labrador / Terre-Neuve-et-Labrador,416.637321396012,278.354108935489,375.03167992349,299.578568477548,300.859744354392,417.909492184547,404.19692244036,209.131078145968,429.42746519258,370.61123537996,273.938702053276,354.09314932767,63.6114318510576,405.706830471636,262.826815752411,319.254056984005,447.509855579456,53.5211519842267,265328.153588646
"22","015","10015",Corner Brook,D,"10",Newfoundland and Labrador / Terre-Neuve-et-Labrador,993.901131565995,664.022278770247,894.649597666586,714.653879333814,717.710163681332,996.935933674779,964.224176434886,498.888611990422,1024.41241198725,884.104489403005,653.48918978839,844.700085852702,151.747025196496,967.826108788308,626.981444653948,761.59036127771,1067.54851133133,127.676352593503,131175.880535717
"23","105","11105",Charlottetown,D,"11",Prince Edward Island / Île-du-Prince-Édouard,2197.16171331806,2369.32078761923,2156.82662736287,2051.13526651336,2033.81086170802,2307.4547678965,2663.32851738249,1942.04726282,2423.52731689578,2253.07562455564,2302.62231229826,2211.56573293628,495.851056182808,2614.32940204527,1573.25875969341,2262.21538860966,2352.51892319338,397.48037859845,98732.8638066915
"24","110","11110",Summerside,D,"11",Prince Edward Island / Île-du-Prince-Édouard,514.0826168973,554.363669326296,504.645182523731,479.915965201246,475.862474011286,539.888519401633,623.154355738079,454.392014476383,567.046683530556,527.165116800199,538.757842150051,517.452807835827,116.017135402442,611.689748790901,368.104438555805,529.303600497282,550.432439855969,93.0007798030674,9269.06849098376
"25","205","12205",Halifax,B,"12",Nova Scotia / Nouvelle-Écosse,13731.8108957784,9037.71170728592,11957.0166303854,9525.16181359458,9786.23227335026,12060.7378774558,13401.9161980298,7067.01565471305,13573.9344872045,10847.7564455577,10763.2480398222,11736.5984238112,1541.33243495703,11829.8129527469,7834.77550287791,10586.6580331649,13162.967918008,1685.23434823689,596313.409304491
"26","210","12210",Kentville,D,"12",Nova Scotia / Nouvelle-Écosse,900.115545986377,592.418935903064,783.778384104698,624.371125971506,641.484205767036,790.577276359832,878.491059760883,463.24047876119,889.766800674784,711.066754922915,705.527257576963,769.330045066588,101.033818221071,775.440225245638,513.566876087571,693.951842193605,862.828081450542,110.466539860623,64072.1152466051
"27","215","12215",Truro,D,"12",Nova Scotia / Nouvelle-Écosse,1582.10893452049,1041.27886236314,1377.62622827327,1097.44036724057,1127.51956989127,1389.576458166,1544.10015677652,814.225355149542,1563.91922263389,1249.82294800213,1240.08632337846,1352.23076922355,177.584430321745,1362.9704698921,902.682712949778,1219.74052704513,1516.56975869116,194.164071927401,276487.695174109
