fid,admin0Name,admin0Pcod,admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin2RefN,admin2AltN,admin2Al_1,date,validOn,validTo,Shape_Leng,Shape_Area,Area,F_25_to_29sum,M_0_to_1sum,M_15_to_19sum,F_5_to_9sum,F_10_to_14sum,F_20_to_24sum,F_1_to_4sum,F_35_to_39sum,F_15_to_19sum,M_1_to_4sum,M_35_to_39sum,M_5_to_9sum,F_30_to_34sum,M_25_to_29sum,M_20_to_24sum,F_0_to_1sum,M_10_to_14sum,M_30_to_34sum
"153",Colombia,CO,Norte de Santander,CO54,El Tarra,CO54250,El Tarra,,,2009/01/01,2014/10/29,,1.41437329036,0.0531773747083,64724.6595023164,396.18937552924,94.6511042446946,485.694712833152,436.630399658869,468.451472954359,454.989301573427,348.981183769298,354.992061949393,475.449481207586,370.817426995898,324.553074343654,461.123101983336,358.305082353589,383.148175475595,443.81554463174,88.8494299121958,494.479776226974,333.353210396832
"154",Colombia,CO,Antioquia,CO05,Arboletes,CO05051,Arboletes,,,2009/01/01,2014/10/29,,1.87879311323,0.0600195201325,73067.8234974955,1252.89531566016,263.994433254236,1413.10442743916,1272.86514770752,1367.60251156799,1367.10367230233,986.588986326009,1220.15590457153,1414.47169209551,1034.25872085569,1077.21842493676,1326.75276547438,1124.60840956727,1142.56817465043,1293.02427722747,251.182190792635,1422.58142638579,997.753622429445
"155",Colombia,CO,CÃ³rdoba,CO23,San Carlos,CO23678,San Carlos,,,2009/01/01,2014/10/29,,1.32532738541,0.0367701078753,44752.4326649628,896.284668532666,255.50291401404,1175.55837664893,1137.52479755692,1171.41770457709,1013.46697748685,942.247990810312,789.410311658867,1115.79673599871,1000.9913379997,767.49574128841,1201.61532236822,801.469774711644,864.502173198853,984.80361524364,239.893112798571,1245.44941132795,769.022533060517
"156",Colombia,CO,BolÃ­var,CO13,Altos del Rosario,CO13030,Altos del Rosario,,,2009/01/01,2014/10/29,,0.946781595582,0.0255676444471,31114.1915987675,491.16025830945,131.456604487961,611.511030855589,563.077770611271,590.483874266036,556.922618312761,482.273613618221,430.787776852492,584.130142417736,515.011377171613,412.520555243362,592.235979767516,439.708888176363,472.642133560963,549.057615164667,122.785213055089,627.124599975534,422.01614895789
"157",Colombia,CO,BolÃ­var,CO13,AchÃ­,CO13006,Achi,,,2009/01/01,2014/10/29,,1.70974067985,0.0797015200748,97024.4163896536,850.100300271297,227.527800088574,1058.44909709971,974.612783228047,1022.06339304731,963.91466871975,834.733140187105,745.620973383775,1011.04582197824,891.392304943176,714.007674672641,1025.08641758165,761.048019279959,818.058075373527,950.31948827859,212.520203402324,1085.48344649561,730.431887793355
"158",Colombia,CO,BolÃ­var,CO13,Regidor,CO13580,Regidor,,,2009/01/01,2014/10/29,,0.802249999561,0.0148003344698,18012.6331954671,379.735944804735,101.667020087712,472.77438669093,435.468606720213,456.634161319118,430.567016877234,372.989817073569,333.037704570219,451.661096219439,398.303852726705,318.889611128252,458.031427803449,339.961037416942,365.385957804043,424.397146744654,94.9619320860365,484.954098533373,326.245209123939
"159",Colombia,CO,Antioquia,CO05,San Juan de UrabÃ¡,CO05659,San Juan de Uraba,,,2009/01/01,2014/10/29,,0.883152588234,0.0216488175602,26348.4755461897,904.371148734353,190.545093718451,1019.98274840601,918.742675664835,987.132921158336,986.802841743454,712.099577030167,880.754908051342,1020.98123509809,746.504092556424,777.56377184391,957.635244455189,811.771033330821,824.725288387388,933.325852178968,181.298123488668,1026.81147033628,720.192981015425
"160",Colombia,CO,Cesar,CO20,La Gloria,CO20383,La Gloria,,,2009/01/01,2014/10/29,,1.94608822664,0.0660645134692,80424.3287929399,624.189725784236,187.502935578639,771.088902749878,797.365624119644,817.628543500381,699.934564666066,691.012458372046,533.773065823363,771.439677432645,734.58574582258,494.880584062543,846.614396754419,561.464319644612,580.024659316405,634.001566904539,175.929410171579,858.858325666399,515.841711585643
"161",Colombia,CO,CÃ³rdoba,CO23,Canalete,CO23090,Canalete,,,2009/01/01,2014/10/29,,0.94934987574,0.0326537670225,39741.7222986478,720.847671813797,205.488062849268,945.448954402469,914.856989768334,942.117399834096,815.091235987842,757.802821673453,634.896715435199,897.387868473306,805.046673567966,617.267786334269,966.40132985916,644.591805837583,695.283946657088,792.03721026564,192.934004209586,1001.65661230031,618.492911726236
"162",Colombia,CO,Sucre,CO70,Majagual,CO70429,Majagual,,,2009/01/01,2014/10/29,,1.70035051651,0.0734495333859,89432.1226732124,1181.57174434094,325.771261351416,1633.6785362619,1488.61946256552,1611.95633874694,1314.34168428602,1209.51093485998,1083.98593593808,1523.55245922972,1276.28352592839,1052.91057609022,1582.26649297867,1056.95443012519,1168.90016834065,1357.99330587732,307.937346315244,1708.20878226962,1037.42029337818
"163",Colombia,CO,Sucre,CO70,San Marcos,CO70708,San Marcos,,,2009/01/01,2014/10/29,,1.72617287351,0.0829173666775,100951.362421305,2039.77037036675,562.414372913889,2820.67641212326,2570.20430663647,2783.26056415774,2268.90941870539,2088.14646433201,1871.42585441656,2630.45006565796,2203.38711239467,1817.81581545947,2731.93125129724,1824.63865401526,2017.97523798095,2344.41694712685,531.634946314094,2949.44568077475,1790.97377395513
"164",Colombia,CO,Antioquia,CO05,NecoclÃ­,CO05490,Necocli,,,2009/01/01,2014/10/29,,2.41115430087,0.106405852403,129577.876774645,2078.87893411168,438.006212090841,2344.63544297288,2111.91477916227,2269.12350991345,2268.36475614109,1636.90406509151,2024.59225626604,2346.93066432979,1715.98976180551,1787.38668055937,2201.31716756267,1866.01894877234,1895.79690956685,2145.43714242382,416.750191747851,2360.33263402572,1655.50838210282
"165",Colombia,CO,ChocÃ³,CO27,AcandÃ­,CO27006,Acandi,,,2009/01/01,2014/10/29,,1.4751830741,0.0606202440348,73832.0727314116,393.119075711351,147.617868137197,614.787004163489,578.30729972641,599.505854647141,484.181519136997,558.049037518678,307.863797641476,578.277723437641,578.326818552334,270.403495896957,611.422242888948,325.798184082611,362.497624302516,468.957100861473,142.077391700586,624.958841974381,288.333766343654
"166",Colombia,CO,BolÃ­var,CO13,RÃ­o Viejo,CO13600,Rio Viejo,,,2009/01/01,2014/10/29,,2.56176438134,0.104370948366,127097.913819348,886.90254316153,237.414098056644,1104.21194062615,1016.92224773066,1066.38243872044,1005.63662057277,871.004835635889,777.860028031282,1054.83654463105,930.124143010122,744.84445901413,1069.59735956648,794.00036489428,853.424432913889,991.327776262071,221.75485311693,1132.5354959073,762.007908737171
"167",Colombia,CO,BolÃ­var,CO13,TiquÃ­sio,CO13810,Tiquisio,,,2009/01/01,2014/10/29,,1.56375815547,0.0625729569604,76198.9905879783,804.490002540872,215.317754727497,1001.61709427997,922.28642141982,967.175917505519,912.204663932091,789.934230105951,705.603627028642,956.76889892295,843.556653697509,675.683052027482,970.045757177984,720.215853283065,774.158463745611,899.322277531493,201.114554128435,1027.1911506122,691.23624540749
"168",Colombia,CO,CÃ³rdoba,CO23,Pueblo Nuevo,CO23570,Pueblo Nuevo,,,2009/01/01,2014/10/29,,1.93997728272,0.0695543502789,84703.0787601562,1324.6462656511,377.613736153347,1737.40676837927,1681.18064442347,1731.28455798188,1497.83008083911,1392.57165669347,1166.7003350216,1649.07821976533,1479.38852433302,1134.31178228045,1775.90343884937,1184.51652172324,1277.67862209701,1455.4806342558,354.543976478511,1840.69804812036,1136.56547283963
"169",Colombia,CO,Antioquia,CO05,San Pedro de UrabÃ¡,CO05665,San Pedro de Uraba,,,2009/01/01,2014/10/29,,1.43489333397,0.0479715297702,58436.5622329181,1191.57203929173,251.062249461538,1343.9127218253,1210.52729211841,1300.63325824263,1300.18463153066,938.261431802064,1160.44872808037,1345.22300736746,983.593925421126,1024.49420817709,1261.77318691462,1069.56466599135,1086.63717129733,1229.72708836943,238.878160310793,1352.91553512821,948.909275137354
"170",Colombia,CO,Norte de Santander,CO54,San Calixto,CO54670,San Calixto,,,2009/01/01,2014/10/29,,1.44812143636,0.0379369959078,46201.6271080057,606.131970245275,144.807165046048,743.066602401901,668.002881447086,716.686089563416,696.090250679059,533.907937978161,543.104008349706,727.39237497095,567.315307886573,496.535259520169,705.474380514817,548.172613663017,586.180177519447,678.995468302164,135.9311565104,756.506911788834,509.998628757079
"171",Colombia,CO,CÃ³rdoba,CO23,Planeta Rica,CO23555,Planeta Rica,,,2009/01/01,2014/10/29,,2.36728869059,0.102782595158,125228.136198515,2581.90189894079,736.020019284333,3386.39777310286,3276.83551695431,3374.46985667432,2919.46566273808,2714.30714165815,2274.03196169599,3214.24410428503,2883.52744071162,2210.90327828471,3461.45927963452,2308.77131643333,2490.34696325613,2836.89592524362,691.053306247748,3587.73090100056,2215.30146425334
"172",Colombia,CO,Norte de Santander,CO54,Sardinata,CO54720,Sardinata,,,2009/01/01,2014/10/29,,2.61755277141,0.118852251444,144816.128351519,965.675202843267,230.703370467352,1183.83623894991,1064.24648378929,1141.80742627056,1108.99462001247,850.609572792775,865.260535932728,1158.86442842463,903.833409511019,791.068300154759,1123.94519525487,873.335718628485,933.888475919375,1081.75961419207,216.562322393584,1205.24902392132,812.517823428963
"173",Colombia,CO,Sucre,CO70,Guaranda,CO70265,Guaranda,,,2009/01/01,2014/10/29,,1.27814255534,0.0284550644573,34661.2806210477,621.539973141393,171.28804777062,858.051430963445,781.975927056978,846.392391437199,691.585506053641,635.839391991962,569.823372561717,800.478431839496,671.06015647552,553.373180478578,831.047606581356,555.994545223424,614.617670350242,714.043681841111,161.882534024306,896.958575266879,545.533601110568
"174",Colombia,CO,CÃ³rdoba,CO23,Ayapel,CO23068,Ayapel,,,2009/01/01,2014/10/29,,2.4265556415,0.157989351188,192507.409023632,1746.46223966766,497.854291571246,2290.64471717621,2216.51054029132,2282.57068581018,1974.79160801752,1835.99782353872,1538.22666052985,2174.19499013526,1950.45851213147,1495.51757024659,2341.39411945303,1561.7102994998,1684.53374874906,1918.95284841966,467.438760583085,2426.8224874197,1498.48444593756
"175",Colombia,CO,Cesar,CO20,Aguachica,CO20011,Aguachica,,,2009/01/01,2014/10/29,,1.92820431496,0.0719991986004,87731.5343221336,3512.60429884819,1055.21657186677,4339.13927833014,4487.42523327679,4601.40771150053,3938.75443723402,3888.85578022804,3003.78640804696,4341.3185652711,4134.05289048492,2784.81253986177,4764.6256103178,3159.66114394739,3263.93577457126,3567.425638285,990.08939055464,4833.37721748906,2902.77915321151
"176",Colombia,CO,Norte de Santander,CO54,HacarÃ­,CO54344,Hacari,,,2009/01/01,2014/10/29,,0.996133767768,0.0343089412382,41794.0439054782,433.46479295101,103.556339019618,531.391226216685,477.710704616038,512.525658804923,497.796901139431,381.815025611082,388.391436335631,520.182073776145,405.70572853554,355.088601232274,504.507799207,392.016161726788,419.19661340164,485.571862958837,97.208815068414,541.002831083722,364.71669676085
"177",Colombia,CO,Cesar,CO20,Gamarra,CO20295,Gamarra,,,2009/01/01,2014/10/29,,1.02518143651,0.0274077773382,33389.2038826405,624.602225400973,187.650231279666,771.598547771107,797.96825368749,818.22688038717,700.387276441092,691.556257312885,534.110230197432,771.969705141149,735.162810206879,495.18970999436,847.258564774645,561.835155625595,580.390496992972,634.369690141175,176.067859540111,859.481955060735,516.170973366825
"178",Colombia,CO,Antioquia,CO05,Turbo,CO05837,Turbo,,,2009/01/01,2014/10/29,,6.35851289834,0.244731662937,298395.35206654,5248.34927854058,1107.36353673672,5923.43497699057,5336.08959347266,5732.77284793719,5728.06511110277,4138.56133427552,5109.47895377479,5928.33393600234,4338.35054953466,4510.80772581289,5562.18828849634,4710.30558596051,4786.23634229146,5417.91582853184,1053.66360011831,5963.23881641869,4178.90625155694
"179",Colombia,CO,BolÃ­var,CO13,Arenal,CO13042,Arenal,,,2009/01/01,2014/10/29,,1.49258151257,0.0378842842143,46151.607280558,653.536020212923,174.915670873888,813.674312133109,749.229195088614,785.695655752206,741.039172493387,641.711483382736,573.204620053992,777.241403145948,685.27223050152,548.898322358727,788.027000266826,585.075017516268,628.895871533314,730.574028449366,163.377549605735,834.449669400929,561.533124528476
"180",Colombia,CO,BolÃ­var,CO13,Morales,CO13473,Morales,,,2009/01/01,2014/10/29,,2.0264721215,0.110042936235,134086.859628387,793.759843859822,212.447533313418,988.23144394462,910.01654664427,954.304957266897,900.023122512503,779.408559951815,696.197066509631,944.017831511796,832.311903631664,666.652281206683,957.147313814145,710.618251140811,763.813071823446,887.266160098603,198.434754501388,1013.51021293923,681.998750979779
"181",Colombia,CO,Cesar,CO20,GonzÃ¡lez,CO20310,Gonzalez,,,2009/01/01,2014/10/29,,0.438321798656,0.00621717361498,7572.73127165013,429.019600204192,127.643820819445,529.791481505148,544.552610648796,559.438859797083,481.623431362212,470.421250589192,367.692431788892,529.52208163403,500.073938550428,340.655630339403,578.065005159006,386.007518176921,399.415918109007,437.835226241499,119.767643326195,587.766043991782,354.838637593668
"182",Colombia,CO,Norte de Santander,CO54,CÃºcuta,CO54001,Cucuta,,,2009/01/01,2014/10/29,,2.83371530813,0.0927973739631,113111.658285243,24916.5611984846,5952.65844120656,30545.5996075128,27459.9187824195,29461.163041824,28614.5199165505,21947.612842516,22325.6401584961,29901.2715280284,23320.905810029,20411.3159961102,29000.2778944848,22533.9977872956,24096.3931690713,27911.7963804291,5587.78804942733,31098.0969184113,20964.7612515856
"183",Colombia,CO,BolÃ­var,CO13,San Jacinto Cauca,CO13655,San Jacinto Cauca,,,2009/01/01,2014/10/29,,1.74254255377,0.0460669322441,56134.4630318428,460.724748003529,123.290076059639,573.687823487213,528.226772725582,553.989549899474,522.370940057328,452.331560554681,404.178599896608,547.996886688517,483.017130406806,387.015495521016,555.588556979084,412.462146146456,443.354340125574,515.021235647611,115.162068757985,588.350986104459,395.851676818682
"184",Colombia,CO,BolÃ­var,CO13,Montecristo,CO13458,Montecristo,,,2009/01/01,2014/10/29,,3.2452222811,0.171034741389,208521.812537736,717.136685670062,191.926525186864,892.835514532984,822.116039090848,862.135353259742,813.146782209864,704.121970824664,629.007242183608,852.868563989527,751.916150847392,602.319914878055,864.686242065276,642.013690554362,690.08840058028,801.654450676753,179.267046288762,915.62776820513,616.167524287303
"185",Colombia,CO,CÃ³rdoba,CO23,Valencia,CO23855,Valencia,,,2009/01/01,2014/10/29,,1.5923498584,0.0754929583549,91995.7067035916,1408.45369602414,401.390679838718,1847.02847987274,1787.15301441401,1840.47235667659,1592.53655586485,1480.271551969,1240.652407591,1753.22235928848,1572.54016149184,1206.07559022494,1887.82280805986,1259.46347209439,1358.42770348256,1547.45168432966,376.872069832636,1956.74817452347,1208.37350009964
"186",Colombia,CO,Norte de Santander,CO54,Puerto Santander,CO54553,Puerto Santander,,,2009/01/01,2014/10/29,,0.488236600129,0.00354684561573,4321.00009457019,309.531733040698,73.9482735530473,379.459762190469,341.127179828472,365.988098864444,355.470478727482,272.649286766537,277.345418679528,371.45544794295,289.709335855208,253.564284614287,360.262646508403,279.933789422736,299.343006454408,346.740733640268,69.4155868608505,386.323287846521,260.439586084336
"187",Colombia,CO,CÃ³rdoba,CO23,Buenavista,CO23079,Buenavista,,,2009/01/01,2014/10/29,,1.88467320408,0.0684448252222,83412.326053174,795.766794473166,226.848390883591,1043.72009661607,1009.95196440723,1040.04379923199,899.807166278362,836.575353250373,700.878342862707,990.660694197519,888.730663937284,681.421480704565,1066.85476934887,711.585343321785,767.548689790769,874.358385701198,212.98922107293,1105.77288760268,682.777043422451
"188",Colombia,CO,Norte de Santander,CO54,La Playa,CO54398,La Playa,,,2009/01/01,2014/10/29,,1.16183923477,0.0199635497622,24325.3335927349,358.491747100838,85.6450016174349,439.480604386423,395.084786447231,423.878067805432,411.696829073597,315.775439786259,321.214379789308,430.210211929865,335.533953017788,293.671677935869,417.246995242778,324.212164447177,346.691424133023,401.586261189543,80.395359710441,447.429764274973,301.634476503124
"189",Colombia,CO,Cesar,CO20,RÃ­o de Oro,CO20614,Rio de Oro,,,2009/01/01,2014/10/29,,1.35190437492,0.0455914206086,55559.8061831393,738.400954911485,207.960443541408,910.047209927114,903.782772073057,938.533960604342,834.102621498518,766.498617734062,640.646391230868,904.533905916382,814.73273764411,591.34867837769,958.201357721351,665.298937484389,694.671070034849,773.519469098654,195.147935804562,987.222625548718,613.588692235062
"190",Colombia,CO,ChocÃ³,CO27,UnguÃ­a,CO27800,Unguia,,,2009/01/01,2014/10/29,,1.7844317808,0.0963998093992,117499.435704566,557.25700089545,209.195385063475,871.326619004831,819.609024925856,849.666054163012,686.291935751564,790.831221634871,436.471253858763,819.606200213195,819.570848826785,383.363753089914,866.536108012777,461.851602287148,513.84674276656,664.703855505097,201.342946008663,885.739142762963,408.74270889943
"191",Colombia,CO,CÃ³rdoba,CO23,Tierralta,CO23807,Tierralta,,,2009/01/01,2014/10/29,,3.53093862614,0.403299546097,491953.267678659,3249.52580658492,923.513722199874,4255.06704304618,4114.53402258386,4238.85057531577,3672.87227344909,3406.14459256642,2865.58481822541,4040.97281450377,3618.07707350719,2782.72701025882,4345.81485570827,2905.89852438314,3132.29847024602,3567.92044820363,867.192753337687,4505.7853755001,2785.78811999824
"192",Colombia,CO,Norte de Santander,CO54,El ZulÃ­a,CO54261,El Zulia,,,2009/01/01,2014/10/29,,1.42903991376,0.0421318186538,51358.9330323555,895.391565148369,213.912349916995,1097.6744350791,986.788644325105,1058.70455758984,1028.27992822323,788.700625711004,802.285264295642,1074.52011914586,838.050732254982,733.492877536453,1042.14237281866,809.772720342153,865.918334948597,1003.02713701839,200.800513610593,1117.52875741315,753.381264774827
"193",Colombia,CO,Norte de Santander,CO54,Abrego,CO54003,Abrego,,,2009/01/01,2014/10/29,,2.2874503208,0.113310088587,138146.054912953,1475.93177650427,352.633958488994,1809.37205168768,1626.66852849768,1745.19006586261,1694.96774946037,1300.17072018445,1322.43976195436,1771.21752442303,1381.52447558707,1209.05151759507,1717.9195512766,1334.79845576291,1427.33165857266,1653.30614659307,331.019071043294,1842.15395674016,1241.8400881174
"194",Colombia,CO,Antioquia,CO05,NechÃ­,CO05495,Nechi,,,2009/01/01,2014/10/29,,2.08369852287,0.0782271258733,95379.7464546636,910.416996798071,191.827296732969,1026.8187255396,924.903811617056,993.748337777099,993.406048121513,716.888691273518,886.628629774495,1027.81551961496,751.527416914469,782.758966498834,964.058790464886,817.197488492413,830.246105667262,939.577903766884,182.517415617724,1033.69666629471,725.016826728184
"195",Colombia,CO,Norte de Santander,CO54,Bucarasica,CO54109,Bucarasica,,,2009/01/01,2014/10/29,,0.821121957087,0.022406807713,27314.1050922961,198.745242206147,47.4809719651821,243.644881222164,219.032159629744,234.99494731403,228.241756373085,175.063629136886,178.078938198276,238.505442469381,186.01760645071,162.809462742181,231.318728380138,179.740888480796,192.203228145838,222.636530363001,44.5706083039986,248.051838196581,167.22398086451
"196",Colombia,CO,BolÃ­var,CO13,SimitÃ­,CO13744,Simiti,,,2009/01/01,2014/10/29,,2.49851615166,0.110581436665,134873.086373674,771.374696651299,206.419950153213,960.336692788405,884.242404242395,927.306015503244,874.635452929884,757.295194940292,676.595677717938,917.354502716102,808.697465072386,647.881144058716,930.03279868979,690.584693321027,742.28375713696,862.278989529354,192.804767347348,984.838391857222,662.779057185573
"197",Colombia,CO,BolÃ­var,CO13,Santa Rosa del Sur,CO13688,Santa Rosa del Sur,,,2009/01/01,2014/10/29,,3.29931674466,0.195388012489,238351.760629608,1444.4613692339,386.596912658875,1798.39060767251,1655.95102257491,1736.5521775728,1637.85848258855,1418.30599214189,1266.92113474337,1717.87168810592,1514.58201113681,1213.19065507408,1741.70116020541,1293.1474282,1389.99580070673,1614.72362130793,361.095856309825,1844.30625885428,1241.10768342979
"198",Colombia,CO,CÃ³rdoba,CO23,MontelÃ­bano,CO23466,Montelibano,,,2009/01/01,2014/10/29,,4.76903009231,0.148003568307,180507.593680474,3027.6084464431,862.531879685848,3969.63514847471,3840.64990111988,3955.41573945619,3423.15464972972,3180.93596258934,2667.27448032465,3768.25995969388,3379.16670620814,2592.59084774833,4056.93580906233,2707.35298018978,2919.8629853077,3326.13208814047,809.855406804156,4205.20756441518,2597.2707487474
"199",Colombia,CO,Santander,CO68,Puerto Wilches,CO68575,Puerto Wilches,,,2009/01/01,2014/10/29,,3.30422312025,0.12212561655,149044.048136518,1373.35504995316,289.177551340341,1595.09572204383,1393.85787184309,1520.0383065553,1511.90501348057,1070.53616481897,1287.98758594296,1563.6069217308,1132.91935762821,1179.02404776431,1468.56494132045,1263.78642077226,1303.59689129412,1480.02690356749,272.554872023786,1594.33637433511,1171.50026099337
"200",Colombia,CO,CÃ³rdoba,CO23,La Apartada,CO23350,La Apartada,,,2009/01/01,2014/10/29,,0.907109192913,0.0197701517778,24101.8954164484,501.833807833493,142.92959563859,657.885078213643,636.470622267108,655.512292662868,567.3767630402,527.116037589731,442.154189067194,624.540583634283,559.959512135014,429.730274431873,672.306284078863,448.752349090762,483.948368871119,551.281423847657,134.201938679034,696.896523782518,430.473346705083
"201",Colombia,CO,Cesar,CO20,San Martin,CO20770,San Martin,,,2009/01/01,2014/10/29,,1.7332516833,0.0703341376479,85762.8492946569,691.992228751304,207.547825773829,854.757366217673,883.084728763904,905.796098655788,776.077993303537,764.891866260907,591.97994344146,855.047330081463,813.116199546494,548.763755465625,937.601693550125,622.490893192356,643.200646307901,703.337004324305,194.738855190226,951.490188882686,571.937043358223
"202",Colombia,CO,Norte de Santander,CO54,Villa Caro,CO54871,Villa Caro,,,2009/01/01,2014/10/29,,1.17474181028,0.0329308863804,40156.6025068567,221.042808118043,52.807942768035,270.979813735932,243.605749207549,261.35942917387,253.848586200504,194.704314681236,198.057916420279,265.263772674836,206.887237325776,181.075332535431,257.270768992603,199.906323729432,213.766834479058,247.614500405733,49.5710604478954,275.881194749149,185.985122970073
"203",Colombia,CO,Antioquia,CO05,Caucasia,CO05154,Caucasia,,,2009/01/01,2014/10/29,,2.89054327695,0.116828194054,142487.431120076,3817.33374426188,804.294840058225,4305.34681390924,3878.02141454071,4166.6915267224,4165.28040206572,3005.78583223163,3717.64057029737,4309.55451852502,3151.00944290566,3282.08181811578,4042.18911813339,3426.47003783449,3481.15539759211,3939.55778528447,765.262820467033,4334.17787626782,3039.92739835416
"204",Colombia,CO,Antioquia,CO05,Apartado,CO05045,Apartado,,,2009/01/01,2014/10/29,,1.2593995325,0.0456759993938,55704.1750659281,5658.94231148437,1192.72390214686,6383.40333828097,5750.30564913433,6178.0311240484,6174.96853821329,4457.33326916513,5510.63981433446,6389.2668576655,4672.76935245097,4865.4478963057,5993.83061750932,5079.49423727021,5160.8707388097,5840.49969936465,1134.82184672682,6426.53219407005,4506.82969190367
"205",Colombia,CO,CÃ³rdoba,CO23,Puerto Libertador,CO23580,Puerto Libertador,,,2009/01/01,2014/10/29,,2.8090022194,0.161521262405,197067.368137046,1461.12919159338,416.147540810227,1915.47655513638,1853.12349346571,1908.56655616325,1651.96093316539,1534.72840608121,1287.37145729404,1818.3944840905,1630.3535524297,1251.19415644306,1957.46058540931,1306.57844216021,1409.05191285384,1605.09683409077,390.736598255113,2029.05828805058,1253.35470530449
"206",Colombia,CO,Norte de Santander,CO54,Lourdes,CO54418,Lourdes,,,2009/01/01,2014/10/29,,0.471026285966,0.00703071465965,8572.90673589091,145.743888261029,34.8187528685667,178.669697534759,160.620693313424,172.326527019031,167.374276076443,128.377684562001,130.588871313725,174.900843649171,136.410456639016,119.391457503662,169.630681632087,131.807612997945,140.946497627534,163.263851008844,32.6845245889854,181.901408006903,122.62871258799
"207",Colombia,CO,Norte de Santander,CO54,Gramalote,CO54313,Gramalote,,,2009/01/01,2014/10/29,,0.666843044952,0.0121596117552,14828.8254527772,269.990219268017,64.5016599830706,330.985205968609,297.549466766184,319.234496850753,310.060463128379,237.8193668077,241.915585145471,324.003412636463,252.700058752438,221.172401600867,314.240449457429,244.173301351257,261.103064169176,302.445910201175,60.5480070028279,336.971941939788,227.16940926481
"208",Colombia,CO,Antioquia,CO05,El Bagre,CO05250,El Bagre,,,2009/01/01,2014/10/29,,2.2469695102,0.128354244243,156603.900709438,2002.91807321424,422.012460653816,2258.98604698968,2034.77134818071,2186.23204932036,2185.48824382049,1577.12923697568,1950.59679656383,2261.18671517656,1653.33057346469,1722.07301317941,2120.91010782111,1797.83540656074,1826.53521260625,2067.06042891077,401.531724599903,2274.11422828631,1595.02902110998
"209",Colombia,CO,Cesar,CO20,San Alberto,CO20710,San Alberto,,,2009/01/01,2014/10/29,,1.53956267795,0.0471753229442,57543.3340541569,860.116786695784,258.32917430962,1062.48593006073,1098.65271941829,1126.60564050172,964.479536674451,952.037705078488,735.567397145787,1062.99834048492,1012.06377797388,681.935209200718,1166.51388149406,773.700404361356,799.254397456301,873.619367926149,242.385545885976,1183.40433467785,710.806147914729
"210",Colombia,CO,Norte de Santander,CO54,Santiago,CO54680,Santiago,,,2009/01/01,2014/10/29,,0.656454464016,0.0141698180999,17280.9956149133,106.919914541766,25.5435622327204,131.07478492707,117.833763083327,126.421339203836,122.788293251302,94.1798055118416,95.8019655606477,128.309896801366,100.072768377024,87.5873738675145,124.443626465392,96.6960527931806,103.400476361159,119.772823332692,23.9778601823491,133.445616334677,89.9622730208794
"211",Colombia,CO,Antioquia,CO05,CÃ¡ceres,CO05120,Caceres,,,2009/01/01,2014/10/29,,2.56491261803,0.15653609814,191002.840948582,1253.19674993167,264.121821507491,1413.60221496969,1273.38889084954,1368.11657915788,1367.46658784756,987.052974698483,1220.36948380177,1414.91159793595,1034.75779343187,1077.47460827534,1327.31395109952,1124.87606389576,1142.88824484823,1293.39268781315,251.300320644688,1423.14197724883,998.046630269266
"212",Colombia,CO,Norte de Santander,CO54,San Cayetano,CO54673,San Cayetano,,,2009/01/01,2014/10/29,,0.679453770222,0.0115399199669,14075.0722863448,295.484670435777,70.5923784500337,362.239249590086,325.646263536764,349.378952609841,339.338639806956,260.276010540314,264.759024034953,354.598184276838,276.561846220167,242.057117368793,343.913330651587,267.229929925874,285.7583246578,331.005065017845,66.2653926125495,368.791297200369,248.620406302158
"213",Colombia,CO,Norte de Santander,CO54,Villa del Rosario,CO54874,Villa del Rosario,,,2009/01/01,2014/10/29,,0.710089566744,0.0076939273166,9386.13999388808,3075.38811104884,734.721571190865,3770.16607828531,3389.30830103438,3636.31681875698,3531.817796438,2708.93832273502,2755.59728144249,3690.63829238061,2878.44040187448,2519.31709163217,3579.43092834949,2781.31433505192,2974.15684534051,3445.08240947686,689.686541539268,3838.35942558665,2587.62743895827
"214",Colombia,CO,Norte de Santander,CO54,Salazar,CO54660,Salazar,,,2009/01/01,2014/10/29,,1.11724364062,0.0401641910934,48996.0787415133,405.292759528849,96.8259362835088,496.854692743393,446.663011529483,479.215248985449,465.44375233422,356.999848403269,363.148840554524,486.374052905012,379.337830669014,332.010445633437,471.718491502805,366.537985491683,391.95190720458,454.013252161909,90.8909548463125,505.841613749741,341.012785540079
"215",Colombia,CO,Antioquia,CO05,Carepa,CO05147,Carepa,,,2009/01/01,2014/10/29,,1.23304983679,0.0309815108275,37793.1187607194,1837.81912204414,387.63655397977,2073.79723443929,1868.45466924692,2007.2204727768,2005.55643186672,1448.58458259562,1789.30136130261,2075.44348592218,1518.65507832123,1580.10769879562,1947.65123468125,1649.62249120022,1676.26379893185,1897.03644096712,368.804693768441,2088.07200668007,1463.88947611512
"216",Colombia,CO,Santander,CO68,Rionegro,CO68615,Rionegro,,,2009/01/01,2014/10/29,,3.5648171141,0.105167833271,128372.314762462,1269.9358016132,263.867274502249,1469.82560517034,1280.74981354794,1399.66578114394,1396.02595219912,977.38740168704,1194.74952513241,1442.72771460435,1033.76054670656,1091.38808503537,1349.52267220308,1170.16106305295,1204.63462526741,1366.12098872248,248.839514554187,1467.10488844023,1082.9039386228
