fid,admin0Name,admin0Pcod,admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin2RefN,admin2AltN,admin2Al_1,date,validOn,validTo,Shape_Leng,Shape_Area,F_20_to_24sum,F_5_to_9sum,M_15_to_19sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,M_20_to_24sum,F_1_to_4sum,F_30_to_34sum,M_30_to_34sum,F_15_to_19sum,M_25_to_29sum,M_0_to_1sum,F_25_to_29sum,M_1_to_4sum,M_5_to_9sum,F_35_to_39sum,F_0_to_1sum,Area
"682",Colombia,CO,Cundinamarca,CO25,NemocÃ³n,CO25486,Nemocon,,,2009/01/01,2014/10/29,,0.541155039655,0.00805301818243,612.118627694435,619.363127102144,646.166501423344,676.888805515599,644.977434072178,605.195904192515,633.93527033506,441.54335051449,651.88424977148,620.449897589628,625.229516820516,614.314381993841,114.543863544241,627.713367738295,462.561649385374,648.057769157924,637.471433265135,109.059273897554,9874.41846591339
"683",Colombia,CO,BoyacÃ¡,CO15,La Capilla,CO15380,La Capilla,,,2009/01/01,2014/10/29,,0.292016512729,0.00466087606675,88.2891898471862,90.9737901878543,100.635843583848,100.517712906934,95.4689784613438,80.9403295959346,89.4330972372554,67.0389320501126,91.1837331419811,88.5966547681019,93.7080736658536,89.6394654931501,17.5523509441409,88.3695529499091,70.8815290392376,95.5056614507921,85.3143542250618,16.5583221358247,5714.88002243185
"684",Colombia,CO,BoyacÃ¡,CO15,Guateque,CO15322,Guateque,,,2009/01/01,2014/10/29,,0.287503518983,0.00293963814195,370.103956433944,381.360938031226,421.875346275978,421.371079104021,400.20614316687,339.285234936513,374.895167242736,281.030600434635,382.232076558284,371.391052103601,392.826684049331,375.766306486912,73.5806502484484,370.4365103608,297.140196116641,400.359103192575,357.620371420868,69.4133255924098,3604.94063147112
"685",Colombia,CO,BoyacÃ¡,CO15,Sutatenza,CO15778,Sutatenza,,,2009/01/01,2014/10/29,,0.303809078763,0.00326947854838,190.868456363678,196.674685920589,217.571528367698,217.309176491573,206.393859709613,174.971553730778,193.338349761441,144.933609870262,197.121687141247,191.531781125814,202.588704289868,193.78914047312,37.9472233136185,191.038866360672,153.241991220042,206.472538283095,184.427131413482,35.7979658611584,4009.36043814644
"686",Colombia,CO,Caldas,CO17,Villamaria,CO17873,Villamaria,,,2009/01/01,2014/10/29,,1.12175870644,0.0370505128623,2438.06699717091,2072.45207236009,2528.81757036271,2471.49296187307,2371.92340605706,2284.7452181729,2342.64107419318,1480.03518048988,2451.7861628104,2276.91654131724,2501.9760185203,2321.15987479291,383.762799784367,2453.23832051712,1549.74651969026,2207.44246487203,2570.69822135125,365.562215639045,45440.8117370624
"687",Colombia,CO,Risaralda,CO66,Marsella,CO66440,Marsella,,,2009/01/01,2014/10/29,,0.611406308616,0.0120920235842,1011.63432845473,850.326598909684,973.756212351844,974.266523482278,922.879190795124,894.79273253493,943.434358704835,605.622273082845,998.901195731014,910.495921175927,972.10241340287,974.151174237952,158.44730958459,1049.68417804502,639.856614899822,892.090194376186,1006.03468146734,149.58603951335,14830.2682825069
"688",Colombia,CO,Cundinamarca,CO25,GachancipÃ¡,CO25295,Gachancipa,,,2009/01/01,2014/10/29,,0.27838180025,0.00336761343471,823.121264828369,832.863005809486,868.905736478046,910.218287544325,867.306788288057,813.81221642904,852.458295414224,593.747199752368,876.594443555921,834.324396358803,840.751591108739,826.073913514614,154.028133663582,844.091646594927,622.010688181035,871.448941888288,857.213403042406,146.652958008461,4129.80668466415
"689",Colombia,CO,Cundinamarca,CO25,San Francisco,CO25658,San Francisco,,,2009/01/01,2014/10/29,,0.56387920082,0.0097232226265,430.452997130342,435.547461333219,454.396082914434,476.000568672549,453.559909621719,425.584811078385,445.794858517591,310.501347251935,458.416908210143,436.31169783324,439.672813526355,431.997091389261,80.5493365706643,441.419502494857,325.281798356678,455.726057627704,448.281552731525,76.6924729480525,11924.7107889228
"690",Colombia,CO,Cundinamarca,CO25,TocancipÃ¡,CO25817,Tocancipa,,,2009/01/01,2014/10/29,,0.488296125893,0.00593136722972,2223.53892375808,2249.85477882903,2347.21882469859,2458.81849993952,2342.89950575493,2198.39192440268,2302.78851835802,1603.9192122519,2367.98871363699,2253.80250735395,2271.16461466998,2231.51506474335,416.08395413449,2280.18727240618,1680.26879940182,2354.08891153987,2315.63373452052,396.161020970671,7274.26418509925
"691",Colombia,CO,Cundinamarca,CO25,Sasaima,CO25718,Sasaima,,,2009/01/01,2014/10/29,,0.581225260068,0.00883315187609,406.226423417218,411.034162761644,428.821954769082,449.21050574258,428.032842423767,401.632226660848,420.704820384271,293.025841653813,432.616481707431,411.755387420766,414.927334050648,407.683613490313,76.0158927952871,416.575716242194,306.974425840192,430.077075950801,423.051559561864,72.3760995853227,10833.3591747041
"692",Colombia,CO,ChocÃ³,CO27,San JosÃ© del Palmar,CO27660,San Jose del Palmar,,,2009/01/01,2014/10/29,,1.23552079051,0.0608048844037,110.107565180951,120.244815321494,133.344919474737,131.266903896874,125.933554470976,70.4744451759179,106.588678311819,112.332362893299,90.5692242818477,80.1532774028456,125.517256624065,92.5212428281375,28.8297320117563,100.366293698928,116.422887032561,127.112774206733,80.2482254238566,27.7456020412792,74580.07485899
"693",Colombia,CO,BoyacÃ¡,CO15,Almeida,CO15022,Almeida,,,2009/01/01,2014/10/29,,0.3335134509,0.00444470687747,47.8472778701689,49.3027948066592,54.5412560792174,54.47548919986,51.7392162885517,43.8622112357989,48.466435559094,36.3322406730149,49.4148499511648,48.0135613444727,50.7853325181641,48.5794406132773,9.51268412737409,47.8899965952151,38.4150019420777,51.7589395625982,46.2325539137237,8.97390407067724,5451.10721900946
"694",Colombia,CO,BoyacÃ¡,CO15,Somondoco,CO15761,Somondoco,,,2009/01/01,2014/10/29,,0.36921246125,0.00491742317414,131.659294347046,135.664377776673,150.078826277284,149.897858333774,142.368573858403,120.69375821203,133.363004065119,99.9738624752499,135.972715011099,132.116849595681,139.743812864879,133.673955127597,26.1756433520932,131.776841666782,105.704906961881,142.422845676076,127.216128023341,24.6931054912857,6030.74358920589
"695",Colombia,CO,Cundinamarca,CO25,ChaguanÃ­,CO25168,Chaguani,,,2009/01/01,2014/10/29,,0.614161039743,0.0132018121362,118.193649368361,119.603744783672,124.782184091397,130.719327532686,124.555649518035,116.85242230189,122.388838588027,85.2682577343658,125.87459141924,119.799140660791,120.739816613961,118.612518704496,22.1203177155694,121.208625559462,89.3283177558333,125.146023136564,123.090208965121,21.0608862208901,16191.0743499856
"696",Colombia,CO,Cundinamarca,CO25,Tabio,CO25785,Tabio,,,2009/01/01,2014/10/29,,0.385079575918,0.00610916754178,1735.85575991031,1756.39982717857,1832.40926100127,1919.53206175938,1829.03728914261,1716.22418884002,1797.72374309693,1252.13567093667,1848.62374411523,1759.48170893453,1773.03582893871,1742.08251450025,324.825313603971,1780.07957065199,1311.73969611432,1837.77254960779,1807.75164897274,309.272027363535,7492.50627438431
"697",Colombia,CO,BoyacÃ¡,CO15,Guayata,CO15325,Guayata,,,2009/01/01,2014/10/29,,0.426245003035,0.00824074845376,129.853899018606,133.802310738247,148.012907678029,147.839280911488,140.413719245233,119.045512661804,131.536385822808,98.5993764179293,134.111206210684,130.306135156658,137.823789016344,131.839829605306,25.815605007112,129.972151366062,104.250966723426,140.467682374408,125.478744084481,24.3536134361639,10107.0511566289
"698",Colombia,CO,Risaralda,CO66,Balboa,CO66075,Balboa,,,2009/01/01,2014/10/29,,0.496151432099,0.00979252833107,304.098991570063,255.607995838858,292.709292536136,292.862823657691,277.416842923034,268.973573807627,283.596876769327,182.0507899269,300.273797109257,273.696995461825,292.213566226419,292.829795228317,47.6294139007223,315.537009478547,192.341514698463,268.161467377795,302.41387973167,44.9657448530197,12010.490324785
"699",Colombia,CO,Cundinamarca,CO25,Guatavita,CO25326,Guatavita,,,2009/01/01,2014/10/29,,0.747136157725,0.0200087800336,321.351478588535,325.154712864431,339.22601119848,355.354679066339,338.601772136288,317.717170786811,332.804830878158,231.802468120004,342.22772845719,325.725248471368,328.234463935602,322.504210699699,60.1335071938811,329.538441596669,242.836703782785,340.218893657089,334.66125394986,57.2541944501281,24540.8360109709
"700",Colombia,CO,Cundinamarca,CO25,CajicÃ¡,CO25126,Cajica,,,2009/01/01,2014/10/29,,0.404292938706,0.00417542690184,2828.34353210032,2861.81732627004,2985.66447668523,3127.61936760694,2980.17029906437,2796.35652856901,2929.14909139648,2040.1866960898,3012.08379785717,2866.83883617818,2888.92345147952,2838.489192985,529.259168163408,2900.40028490871,2137.30344052054,2994.40323511139,2945.48821371049,503.917178715114,5121.05137437368
"701",Colombia,CO,Cundinamarca,CO25,San Juan de Rioseco,CO25662,San Juan de Rioseco,,,2009/01/01,2014/10/29,,0.902515025967,0.0252550900699,354.238924603211,358.432244935771,373.943843103247,391.723516364582,373.255952351494,350.232332533924,366.863098955015,255.52620618802,377.251871515764,359.060067394981,361.827435612679,355.509238748811,66.2878702062299,363.264039782109,267.689822963323,375.038235394517,368.910927769262,63.113853857998,30978.7523962712
"702",Colombia,CO,Risaralda,CO66,Santa Rosa de Cabal,CO66682,Santa Rosa de Cabal,,,2009/01/01,2014/10/29,,1.25231492859,0.0444843609922,3385.69934605132,2845.84042259562,3258.92761438224,3260.63637111033,3088.65483761835,2994.6564356524,3157.44925948512,2026.87331855553,3343.08392242552,3047.21194366063,3253.39307638654,3260.25254398165,530.285409340111,3513.0442707222,2141.4477003694,2985.61272757198,3366.95649731578,500.628800433886,54566.494075511
"703",Colombia,CO,Cundinamarca,CO25,SopÃ³,CO25758,Sopo,,,2009/01/01,2014/10/29,,0.57863338146,0.00897597702693,1590.96335489862,1609.79260125756,1679.4575052131,1759.30814062431,1676.36699066311,1572.97043700144,1647.66719789617,1147.61952861305,1694.31856135093,1612.61723814905,1625.03999074548,1596.67035948671,297.712046649773,1631.49579084478,1202.24838824011,1684.37311941199,1656.85807240009,283.456997478614,11009.475930061
"704",Colombia,CO,Cundinamarca,CO25,VianÃ­,CO25867,Viani,,,2009/01/01,2014/10/29,,0.46299910939,0.00672258909678,165.822451026412,167.784980047727,175.045992799802,183.368640660541,174.723875624593,163.947090524249,171.732562070247,119.613743718481,176.594926539343,168.079385457793,169.374180445448,166.417279070476,31.0298418567982,170.047053393209,125.307584021473,175.558335926617,172.69050592673,29.5440708413953,8245.50858829184
"705",Colombia,CO,BoyacÃ¡,CO15,Santa MarÃ­a,CO15690,Santa Maria,,,2009/01/01,2014/10/29,,1.03335432512,0.0252937194501,159.667715017393,164.517115408089,181.970786587219,181.772687159711,172.643761839252,146.399260557431,161.743268329417,121.225965029036,164.91209079884,160.226807616593,169.455517541734,162.10610873875,31.7392526143085,159.82045534323,128.172389143845,172.711493595038,154.310481761757,29.9422815892322,31026.9163075797
"706",Colombia,CO,Cundinamarca,CO25,GachetÃ¡,CO25297,Gacheta,,,2009/01/01,2014/10/29,,0.742746359249,0.021132464811,473.404464697349,479.007662431686,499.738444908638,523.497564980062,498.817624045303,468.048979630228,490.276681360556,341.484611473628,504.157981936121,479.847541710362,483.545109394123,475.102882816806,88.5869620474696,485.464703394915,357.74008244928,501.199815280852,493.010379557963,84.345203483419,25920.8836755796
"707",Colombia,CO,Cundinamarca,CO25,AlbÃ¡n,CO25019,Alban,,,2009/01/01,2014/10/29,,0.524642471747,0.00454433679484,298.097425427288,301.625445225742,314.678497708403,329.640042054933,314.099430847447,294.726107763126,308.721975739114,215.028476663865,317.463000948075,302.154694478493,304.482335277367,299.166742177214,55.7820482566021,305.691952895373,225.264238733333,315.599532008637,310.444062072318,53.1110920667415,5573.80346548799
"708",Colombia,CO,Cundinamarca,CO25,Guayabal de Siquima,CO25328,Guayabal de Siquima,,,2009/01/01,2014/10/29,,0.455005937251,0.00492578127664,121.990608364344,123.434382125735,128.776091546286,134.898814545944,128.539119748399,120.610961821396,126.338500082027,87.9962470184546,129.915595519356,123.650967494585,124.603509235661,122.428205389995,22.827724813018,125.098521883599,92.1850347500294,129.153006974142,127.043230495881,21.7346876138472,6041.8026303339
"709",Colombia,CO,Cundinamarca,CO25,El Rosal,CO25260,El Rosal,,,2009/01/01,2014/10/29,,0.382378418437,0.00701577437979,782.826717723161,792.091568046249,826.369886122644,865.660049666651,824.84921142552,773.973378941882,810.727601227351,564.681282615289,833.682205008343,793.481418365613,799.593980593607,785.634824667126,146.487939809682,802.770528914407,591.561179514974,828.788592270575,815.249932298437,139.473803820787,8605.30801529997
"710",Colombia,CO,Risaralda,CO66,La Virginia,CO66400,La Virginia,,,2009/01/01,2014/10/29,,0.262377340855,0.00283951876044,1359.63380279951,1142.83594965748,1308.72021552175,1309.40784455277,1240.34267269447,1202.59513753094,1267.97114422172,813.954079528339,1342.51916433871,1223.70155984908,1306.49820598029,1309.25734489039,212.952698120615,1410.775010271,859.965327733196,1198.96507128701,1352.10347666591,201.043079670053,3482.7209704249
"711",Colombia,CO,BoyacÃ¡,CO15,Chivor,CO15236,Chivor,,,2009/01/01,2014/10/29,,0.555578482094,0.0089774925335,52.5832403296372,54.173159427708,59.8959592559841,59.8505018984433,56.8460195770022,48.2411648706766,53.275489743799,39.9086705745431,54.3227205141447,52.7712541806977,55.7913089802023,53.3817801463883,10.4481790480786,52.6429736791179,42.1928042122163,56.8700980909634,50.8477839995176,9.8572665664251,11011.613786642
"712",Colombia,CO,Cundinamarca,CO25,Bituima,CO25095,Bituima,,,2009/01/01,2014/10/29,,0.42555140742,0.00473664000613,87.4996647122316,88.5352340452373,92.3666584100574,96.758276599925,92.1966864876449,86.5100918384269,90.6182578052394,63.116679325467,93.1839854237624,88.6905831634067,89.37380858697,87.8135381336324,16.3735413505929,89.7288641398773,66.1211526268162,92.6370069109835,91.123736679554,15.589543391543,5810.09468551274
"713",Colombia,CO,Cundinamarca,CO25,Guasca,CO25322,Guasca,,,2009/01/01,2014/10/29,,0.92962918076,0.0296395204776,646.901222412824,654.557378214784,682.883807615144,715.351854603272,681.627174394904,639.585126533406,669.957558333641,466.63329673477,688.926457966445,655.705902483198,660.757115187589,649.221746573225,121.052622790157,663.38210628368,488.845924185589,684.882544201333,673.69465757953,115.25638075787,36358.8492751074
"714",Colombia,CO,Cundinamarca,CO25,ChÃ­a,CO25175,Chia,,,2009/01/01,2014/10/29,,0.499013435583,0.00650399162039,8470.77779837511,8566.06782181934,8937.3216226697,9361.03934254497,8920.0185547322,8372.52664585039,8770.72836264409,6106.91125170514,9020.33214877173,8584.72723623365,8648.67303420976,8500.74633160606,1584.22723801201,8687.23308783211,6397.57330259308,8962.8041494377,8820.010662999,1508.38033301663,7977.72758825294
"715",Colombia,CO,Risaralda,CO66,Pereira,CO66001,Pereira,,,2009/01/01,2014/10/29,,1.99062717572,0.0496327559307,22887.0715033851,19237.1435083107,22029.2286089966,22040.7151947007,20878.6008856016,20242.9665381789,21343.8642245781,13701.4485805435,22599.9772833638,20599.2416753251,21992.2803168123,22038.3894210307,3584.65280863379,23747.817681679,14475.8772922977,20181.7917792278,22760.020494674,3384.19757211854,60886.329298128
"716",Colombia,CO,Cundinamarca,CO25,Tenjo,CO25799,Tenjo,,,2009/01/01,2014/10/29,,0.544072349836,0.00918256031079,829.053303525783,838.865251005627,875.167733237147,916.778014421463,873.557261443697,819.677167686634,858.60175786633,598.026194449514,882.911851415411,840.337173531763,846.81068737898,832.027232077904,155.1381776575,850.174814253114,626.493372139521,877.729266247712,863.391135718673,147.709850920597,11263.6499825367
"717",Colombia,CO,Cundinamarca,CO25,FacatativÃ¡,CO25269,Facatativa,,,2009/01/01,2014/10/29,,0.602436281294,0.0126507555196,6572.30599084496,6650.09003451001,6937.87734638061,7267.74214702006,6925.11035882961,6497.97683378775,6806.55085935537,4740.84250337258,6999.26870560367,6661.75867273565,6713.07735324278,6595.88175706752,1229.85526985663,6739.7464058632,4966.51557336189,6958.18385997973,6844.51857465971,1170.96733656805,15518.008112039
"718",Colombia,CO,Cundinamarca,CO25,UbalÃ¡,CO25839,Ubala,,,2009/01/01,2014/10/29,,1.44786072531,0.0424409312298,452.449591090437,457.80589636392,477.623036081204,500.327346881968,476.739536439301,447.326791999862,468.573594283778,326.371373074362,481.839872913435,458.606855055899,462.1437960685,454.073541339836,84.6664398912544,463.974500339013,341.907866890775,479.016001497279,471.183101629722,80.6122998012288,52065.5012475798
"719",Colombia,CO,Risaralda,CO66,Dos Quebradas,CO66170,Dos Quebradas,,,2009/01/01,2014/10/29,,0.352890421318,0.0055587719951,9411.02671580762,7910.40914348885,9058.61630176008,9063.37585978583,8585.3249666132,8324.04648691788,8776.5619716756,5633.97554286756,9292.56370268017,8470.13957589865,9043.23612868041,9062.33416943625,1474.00243216101,9765.01266464591,5952.45327255502,8298.92012573779,9358.90378727019,1391.56719350815,6818.56669831827
"720",Colombia,CO,Cundinamarca,CO25,Madrid,CO25430,Madrid,,,2009/01/01,2014/10/29,,0.649512899247,0.00965586095637,3849.40815963224,3894.96638053656,4063.52378073335,4256.7260225229,4056.04614057392,3805.87347894162,3986.60568744317,2776.71761684306,4099.48078092933,3901.80071531981,3931.85813119262,3863.21651698276,720.327830533031,3947.47823045775,2908.89462492801,4075.4173319675,4008.84342657402,685.837091086432,11845.3655396047
"721",Colombia,CO,Cundinamarca,CO25,Cota,CO25214,Cota,,,2009/01/01,2014/10/29,,0.517197209361,0.00456263440899,1497.78048827499,1514.33661714941,1580.00058205426,1654.83676169813,1576.89105336368,1480.26335208863,1550.70142200962,1079.6091669146,1594.90753998235,1517.84951975569,1529.02663625777,1503.05482378975,280.06675494602,1536.09178030118,1130.9915343076,1584.46563969925,1559.43587736785,266.658736173995,5597.10491024383
"722",Colombia,CO,Cundinamarca,CO25,Anolaima,CO25040,Anolaima,,,2009/01/01,2014/10/29,,0.527602784291,0.00989382179892,518.061587607488,524.192910553422,546.877726349514,572.879297452513,545.871369454078,512.202596962452,536.525924901944,373.696598866023,551.716896373313,525.112690022681,529.157880824059,519.919945912436,96.943260900327,531.26006763475,391.485263518523,548.478385728318,539.518727148883,92.3014234189177,12136.9789811624
"723",Colombia,CO,Cundinamarca,CO25,BeltrÃ¡n,CO25086,Beltran,,,2009/01/01,2014/10/29,,0.905042674023,0.0145184291682,89.104485279764,90.1594100834336,94.0612023718422,98.5335273288656,93.8882115777815,88.0966171849286,92.2797170317499,64.2746451433632,94.893145656446,90.3171435791301,91.0134721373906,89.4239510217449,16.6739463872509,91.3746922482969,67.3342761016102,94.3364659586223,92.7950645327801,15.8755558584962,17811.8458355524
"724",Colombia,CO,BogotÃ¡ D.C.,CO11,BogotÃ¡ D.C.,CO11001,Bogota D.C.,,,2009/01/01,2014/10/29,,3.77036616339,0.133179913985,446753.20424903,319566.34495293,348109.696745536,332317.135804373,324599.360930166,376264.655122673,410405.575131692,232359.40355032,456008.125800912,416997.077856527,361844.909329491,437215.877259616,60023.7128569716,475436.625354727,242393.331709322,331078.905446623,422256.367089044,57391.7540994035,163477.781972921
"725",Colombia,CO,Cundinamarca,CO25,JunÃ­n,CO25372,Junin,,,2009/01/01,2014/10/29,,0.972747260502,0.027652919488,278.617293154472,281.91476307821,294.114822285366,308.098656203481,293.573596225819,275.466285172501,288.547547805007,200.976751311449,296.717363015516,282.409427191829,284.584960504086,279.616731859278,52.1367914026778,285.715531843714,210.543624549173,294.975668544415,290.157098765019,49.640377390373,33926.4170024749
"726",Colombia,CO,Cundinamarca,CO25,La Calera,CO25377,La Calera,,,2009/01/01,2014/10/29,,1.04025313384,0.0269062938702,1316.84422858688,1330.8495971777,1388.61849815911,1454.2553776789,1385.79047829402,1301.17117709597,1363.15485535422,948.815486554988,1402.1558682702,1334.33987799287,1343.92298032553,1321.43509718357,246.135860812676,1350.59933142504,993.968653838383,1392.46762604057,1370.87270016293,234.353269702871,33010.7356597417
"727",Colombia,CO,Cundinamarca,CO25,ZipacÃ³n,CO25898,Zipacon,,,2009/01/01,2014/10/29,,0.333600563698,0.00429357012052,243.099761277437,245.976876645349,256.621698817238,268.82290403638,256.149467080832,240.350436989218,251.764128415845,175.35666816961,258.89247318171,246.408482102677,248.306683200411,243.971793491393,45.4905056178104,249.293131568469,183.703977092169,257.37280586455,253.168497304432,43.3123291148804,5267.28431436503
"728",Colombia,CO,Cundinamarca,CO25,Gachala,CO25293,Gachala,,,2009/01/01,2014/10/29,,1.10293309152,0.0313645278496,231.235790890642,233.972494880029,244.09781860956,255.703569830512,243.648633352015,228.620641590562,239.47731193807,166.79875645024,246.257772934216,234.38303674513,236.188600090973,232.065265547775,43.2704375765461,237.126906948048,174.73869263212,244.812269943766,240.813143552048,41.1985623513028,38482.8534899565
"729",Colombia,CO,Cundinamarca,CO25,Quipile,CO25596,Quipile,,,2009/01/01,2014/10/29,,0.60461759484,0.0102895638028,248.330900669796,251.269927219953,262.143809512258,274.60756638716,261.661416367861,245.522415115032,257.181711756159,179.130078737158,264.463447792688,251.710820281412,253.649867751403,249.221697800793,46.4693925089086,254.657543006353,187.657009056536,262.911079766694,258.616300570779,44.2443449362763,12623.7740849475
"730",Colombia,CO,Cundinamarca,CO25,Funza,CO25286,Funza,,,2009/01/01,2014/10/29,,0.427929742834,0.00564324104552,3879.29736377485,3924.91550514847,4094.80161387473,4289.41923559457,4087.21568803117,3835.27951734513,4017.44424470514,2798.07838947698,4131.26786061004,3932.01724423468,3962.17798372172,3893.18822889216,725.86861451203,3978.1672860831,2931.26993484795,4106.74667427689,4039.8752090726,691.113108331803,6923.15020548006
"731",Colombia,CO,Cundinamarca,CO25,Gama,CO25299,Gama,,,2009/01/01,2014/10/29,,0.444177454872,0.00876764052209,155.267549403477,157.10515995184,163.903995861765,171.696892207023,163.602382121142,153.511559083126,160.801471267361,112.000110584777,165.354337141849,157.380825854372,158.593204735313,155.824515523389,29.0547357812175,159.223248234019,117.331527650356,164.383727418259,161.698440026492,27.6635368220159,10756.4708817401
"732",Colombia,CO,Cundinamarca,CO25,Cachipay,CO25123,Cachipay,,,2009/01/01,2014/10/29,,0.432105610256,0.00443730848829,430.582188528031,435.678181636147,454.53246032726,476.143430324271,453.696035671048,425.712541482411,445.928654302843,310.594537757337,458.554492323659,436.442647973076,439.804771929048,432.126746219583,80.5735117380973,441.551985343918,325.379424777813,455.862833905965,448.416094639339,76.7154905560892,5443.86151108641
"733",Colombia,CO,Cundinamarca,CO25,BojacÃ¡,CO25099,Bojaca,,,2009/01/01,2014/10/29,,0.499122240952,0.00819516697906,697.483321768232,705.738122640178,736.279435128905,771.286203801632,734.924543689936,689.595170076936,722.342464224435,503.119998384733,742.794568231329,706.976451800205,712.422625557519,699.985290892422,130.517894456396,715.252868693322,527.069461526815,738.434455113485,726.371772615239,124.268436224433,10054.576714236
"734",Colombia,CO,Cundinamarca,CO25,PulÃ­,CO25580,Puli,,,2009/01/01,2014/10/29,,0.649951359749,0.0159936635803,101.463145065238,102.663973885356,107.106829338474,112.199276357889,106.909732875763,100.315652882564,105.079413329833,73.1890438041883,108.054588124505,102.844114122563,103.636370940018,101.82710740983,18.9864841866947,104.048087347648,76.6729806959629,107.420320934383,105.665558216278,18.0773732880189,19622.501542146
"735",Colombia,CO,Cundinamarca,CO25,Mosquera,CO25473,Mosquera,,,2009/01/01,2014/10/29,,0.602682745829,0.00868266265654,8034.47430519387,8128.43408849463,8480.32319530472,8883.24864797667,8464.52288363874,7943.05106081069,8320.38705990091,5794.79119988345,8556.25670424849,8143.52243284509,8205.75833939016,8063.20011721179,1503.26534046605,8239.31337051839,6070.62546457723,8504.99045258015,8366.88062187657,1431.2880479428,10652.9702956024
"736",Colombia,CO,Cundinamarca,CO25,La Mesa,CO25386,La Mesa,,,2009/01/01,2014/10/29,,0.607089612899,0.0122211529063,1508.20138131734,1526.05112962797,1592.09206334408,1667.78886387777,1589.16231508274,1491.14445521031,1561.95548805036,1087.92031660443,1606.18004402611,1528.72882821504,1540.50534834154,1513.61150637642,282.225054845447,1546.6253159456,1139.70737928059,1596.75196525641,1570.66825271305,268.711553483852,14994.87404572
"737",Colombia,CO,Cundinamarca,CO25,Tena,CO25797,Tena,,,2009/01/01,2014/10/29,,0.382003251377,0.00417146506396,395.282474644482,399.960691798478,417.269271012396,437.108544403687,416.501417770982,390.812048355117,409.370816696435,285.131575187668,420.961571720429,400.662485964596,403.748978722841,396.700407917611,73.9679856714793,405.352953131311,298.704376982525,418.490579004399,411.654333793558,70.4262503469363,5118.22371374695
"738",Colombia,CO,Cundinamarca,CO25,FomequÃ©,CO25279,Fomeque,,,2009/01/01,2014/10/29,,1.10927101527,0.0396749865372,388.486168546486,393.083202403039,410.094472197234,429.592604570906,409.339971345267,384.09144492296,402.331767740776,280.22940264066,413.723091722699,393.77308483352,396.806918396731,389.879674868193,72.6962984434504,398.383494622423,293.568932022143,411.294738624594,404.575422194321,69.2154351771605,48687.8261788101
"739",Colombia,CO,Cundinamarca,CO25,Medina,CO25438,Medina,,,2009/01/01,2014/10/29,,1.43829934938,0.0975161398212,355.122324455413,359.32494509354,374.875110284658,392.698727641022,374.185329150991,351.105628736783,367.779107156559,256.162701720343,378.192200178164,359.955499643111,362.728570178908,356.396178710973,66.4529744440733,364.16965387552,268.356562278495,375.972318130836,369.830384390138,63.2710654578914,119675.562381722
"740",Colombia,CO,Cundinamarca,CO25,JerusalÃ©n,CO25368,Jerusalen,,,2009/01/01,2014/10/29,,0.699644243888,0.0182967176655,94.1457482498372,95.2599747653585,99.3824170066509,104.107603015029,99.1995348714991,93.08101183502,97.5012157185702,67.9107402822701,100.261824582587,95.4271235192427,96.1622437608894,94.4834620702313,17.6172023728432,96.5442677048268,71.1434199141804,99.673299942282,98.0450885350583,16.7736554316944,22451.8223207449
"741",Colombia,CO,Cundinamarca,CO25,ChoachÃ­,CO25181,Choachi,,,2009/01/01,2014/10/29,,0.755998949172,0.0173778623431,444.685013616225,449.805195895955,469.286683324724,491.564304920845,468.398470014334,439.585374905029,460.47780836001,320.670564125525,473.552195879165,450.69881214737,454.107879936462,446.268158585997,83.1871305966051,456.032743027667,335.9339831057,470.640795342624,463.056706722826,79.2042250094237,21323.9753826109
"742",Colombia,CO,Cundinamarca,CO25,San Antonio Tequendama,CO25645,San Antonio Tequendama,,,2009/01/01,2014/10/29,,0.36293101955,0.00728110749463,550.863582219929,557.383120480925,581.504265572876,609.152172546834,580.434189936146,544.63361879345,570.497021367773,397.357866303064,586.649836435914,558.36113753356,562.662457248196,552.839605845511,103.081396529684,564.897747371346,416.27285207808,583.206273695454,573.679318232462,98.1456527470145,8934.2655170927
"743",Colombia,CO,Cundinamarca,CO25,Anapoima,CO25035,Anapoima,,,2009/01/01,2014/10/29,,0.678259347719,0.0101479183966,627.797775440849,635.227838713676,662.717769634444,694.227011530194,661.498245482799,620.697728820145,650.173241552897,452.853288486833,668.581975831185,636.34244677797,641.244493108708,630.049772419967,117.477853832534,643.791966851801,474.409960447345,664.657481580507,653.79998099152,111.85277882294,12452.6590716724
"744",Colombia,CO,Cundinamarca,CO25,Soacha,CO25754,Soacha,,,2009/01/01,2014/10/29,,0.85825578992,0.0149233124996,29205.5672949972,29342.4192491164,30635.4243545849,32041.0222611967,30543.0032633105,28772.1313508581,30164.1025921712,20925.3382895133,31071.7180355089,29546.5870205453,29682.2070215242,29292.7735112356,5427.98828180274,29976.8976566046,21919.8055266393,30696.6423054403,30347.4317553136,5168.46691242466,18313.1684552158
"745",Colombia,CO,Cundinamarca,CO25,Rafael Reyes,CO25599,Rafael Reyes,,,2009/01/01,2014/10/29,,0.749735527575,0.0096418848987,339.196754805744,343.211189943366,358.063894923776,375.088219147176,357.40499063069,335.360626659356,351.286133933347,244.674912307179,361.232303662226,343.813408368267,346.461965713184,340.413500030059,63.4728384203627,347.838355476968,256.321900895797,359.111914112698,353.245647654403,60.4336317878333,11832.3007106677
