fid,ADM0_EN,ADM0_FR,ADM0_RW,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_FR,ADM1_RW,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM3ALT1EN,F_20_to_24sum,F_5_to_9sum,M_15_to_19sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,M_20_to_24sum,F_1_to_4sum,F_30_to_34sum,M_30_to_34sum,F_15_to_19sum,M_25_to_29sum,M_0_to_1sum,F_25_to_29sum,M_1_to_4sum,M_5_to_9sum,F_35_to_39sum,F_0_to_1sum,Area
"211",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rusizi,RW36,Nkanka,RW3612,,1090.0290337503,1432.63694827259,996.228834941983,1292.16592533886,1347.11829286814,476.953702114522,867.294815838337,953.765688598156,627.860238216817,511.706407628953,1021.57092610002,658.599627546966,257.430993143469,778.59095607698,977.531628966331,1419.51547721028,621.693445935845,248.429781921208,2058.67411000695
"212",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rusizi,RW36,Nkombo,RW3613,,829.0697003901,1296.08861941099,810.388952702284,1025.66242265701,1013.20857059956,366.498621687293,821.063658565283,1043.73827987909,588.888591617346,594.225911706686,758.794460207224,701.862646609545,272.720460399985,692.967090845108,1035.58974158764,1288.97215020657,388.73763486743,271.865178778768,911.778242325205
"213",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rusizi,RW36,Nkungu,RW3614,,895.351781129837,1789.4561290741,965.203579619527,1393.59564197063,1375.45557911694,598.191387444735,872.548112295568,1104.7025153935,748.696456298232,628.43961051479,941.403460979462,678.732002481818,302.251245971769,767.091686159372,1147.72565922141,1694.43860508502,618.813489556313,287.744671240449,3852.0096534784
"214",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rusizi,RW36,Nyakabuye,RW3615,,1390.92538131773,2425.25073826313,1449.36639229953,1916.890174523,1874.84672044218,847.708661235869,1334.44867829978,1595.34662920237,1046.98292776942,930.490823097527,1409.06564424932,1097.64011510462,443.19352927804,1120.39127321541,1682.91982799768,2339.46706819534,850.959994718432,415.544001579285,3782.57722827862
"215",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rusizi,RW36,Nyakarenzo,RW3616,,690.861627526581,1266.37964652479,791.263615980744,1109.00429810584,1055.22798968852,380.689184319228,622.736424572766,806.562392696738,515.850328400731,382.916621260345,778.094294726849,489.158851228654,213.543960664421,620.73289321363,810.881301522255,1290.04423858225,498.523335859179,210.087373342365,3168.59096440622
"216",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rusizi,RW36,Nzahaha,RW3617,,1322.91125456244,1775.31887464225,1281.35926043242,1782.01188448071,1634.4462646842,671.70815327391,1125.08236013353,1348.90910704434,685.114622693509,638.482338301837,1244.71395317465,875.051209017634,357.43884816952,1022.23715139925,1357.28723899275,1976.30187955499,650.675726316869,351.353802204132,5997.40772814963
"217",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rusizi,RW36,Rwimbogo,RW3618,,999.320737019181,1389.1662261039,949.31014315784,1315.44503855705,1208.90095214546,560.027758792043,975.534742377698,1037.95169444382,624.281758785248,591.373425416648,975.235089898109,715.588843896985,279.081713374704,755.808197058737,1059.7450119108,1508.01595930755,506.034739226103,270.357936285436,2666.0036837044
"218",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Bushekeri,RW3701,,1378.9869401902,1837.5507260263,1274.31261713058,1749.93108977377,1746.24574507773,622.179212164134,1300.20980034769,1335.51926000416,853.116775713861,811.305078111589,1332.57340039313,1090.77479279786,375.335291024297,1017.06261756271,1425.24454837292,1933.69394312799,646.453367944807,347.866100409999,10625.6307426687
"219",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Bushenge,RW3702,,1126.21903154254,1730.75047275424,1090.98644417524,1507.18060271442,1482.59690059721,499.275360532105,851.12737801671,1065.38895711303,800.014545172453,585.618646591902,1142.04938209057,642.428159922361,303.426794532686,937.159319981933,1152.18954239786,1780.94508163631,611.965645194054,277.504576683044,3209.21478138153
"220",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Cyato,RW3703,,1032.6434129253,1954.87540067732,1076.64080989361,1582.47468199581,1570.03362247348,625.851745273918,1026.07332804799,1281.21957688779,874.14055422321,690.016941025853,1095.31224180013,954.481244307011,336.8036013823,1081.15449684858,1278.92986487597,1859.72853823006,697.739015109837,333.72252385132,15632.1062746939
"221",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Gihombo,RW3704,,1306.68080309778,2086.55093194544,1400.15991844982,1921.88417479396,1938.36028890312,555.514356553555,1019.89723017812,1310.60177835077,908.397287555039,685.304263394326,1299.75094618648,969.316174671054,334.295687286183,1217.92511516064,1269.40668620169,2096.17936424911,686.328955352306,341.375788727775,5777.36005573896
"222",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Kagano,RW3705,,1689.38067758828,2215.28211247921,1847.6341059655,2176.59379294515,2165.40512670577,834.767119672149,1528.32692263275,1639.25826701522,1250.4804194048,1011.50651339442,1777.79910480231,1166.60868185759,443.620827816427,1469.04653068632,1684.54231152683,2408.76569083333,968.554233722389,426.981762532145,4489.99636756623
"223",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Kanjongo,RW3706,,1785.65185043216,2394.81935173273,1836.06580054015,2218.0617056191,2240.87263610959,845.610925711691,1526.63654109836,1714.40042227507,1197.31483151019,1080.24816322699,1711.75270471722,1399.12404319644,476.059648055583,1651.51069805771,1807.72087497264,2405.34040552378,900.389405190945,446.554252261296,4961.99055202862
"224",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Karambi,RW3707,,1298.64580836892,1992.02243208885,1340.86465438455,1763.38517516851,1833.31861900538,686.445829439908,1197.92077413201,1312.69564326108,868.58134675771,902.861174140126,1378.52361887693,909.6141256392,349.921729180962,1083.54314493388,1328.7427822724,2082.84614427388,746.103300508112,341.921169774607,8763.7619830193
"225",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Karengera,RW3708,,1358.95831128955,2280.33470468223,1548.62503068149,1911.33159457147,1848.30916054547,777.580413132906,1273.56763459742,1456.82572884858,959.045745261014,980.489618681371,1534.22246578336,1085.96011288464,390.40099645406,1132.49349524081,1482.45295710862,2357.10418620706,865.505222246051,379.463101889938,5677.19376307039
"226",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Kirimbi,RW3709,,1178.07066560537,1774.51000508666,1353.51873919368,1715.55339027941,1690.98479194939,525.131296865642,1035.09224687517,1262.45581806451,857.295263268054,705.691643435508,1193.53667736053,915.28756955266,312.313123362139,1037.95116371661,1185.93318723142,1870.83565990627,628.021382074803,328.835074221715,4374.38062666235
"227",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Macuba,RW3710,,1552.47132364661,2161.56505101919,1501.68729875982,2020.5520067364,2017.89708414674,668.869870159775,1308.95451400429,1484.41264638305,1026.007134296,926.180782523006,1478.17524733394,1101.46301200241,401.293934781104,1298.47932075709,1523.81618625671,2274.5397670716,804.984162569046,386.648730190471,5216.01433699022
"228",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Mahembe,RW3711,,737.892284378409,1267.52516303957,826.886228948832,1186.36620441079,1155.32280121744,321.290879055858,631.534155011177,781.706314623356,534.723108060658,422.905740913004,771.53116196394,567.740049250424,208.456043517217,746.7503618747,791.561181098223,1300.25887095928,466.775030057877,203.613038189709,5104.792297005
"229",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Nyabitekeri,RW3712,,1527.35455845296,2464.44724717736,1481.87457405031,2069.01364582777,2022.87105211616,670.788641035557,1339.47123593092,1772.02127221227,1119.08123767376,965.705880448222,1573.639615044,1074.64466968179,439.977783363312,1197.75543728471,1670.70866458118,2414.33161327243,815.063762590289,461.562908299267,3206.63986526734
"230",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Rangiro,RW3713,,647.386165842414,1028.48530563712,676.202252238989,893.79451879859,960.082464307547,299.241481386125,547.264729142189,713.407039530575,490.562146499753,383.229542128742,718.624946221709,537.479953035712,190.016588142142,595.425341419876,721.541825257242,1015.20176334679,398.096824198961,185.82295591943,8871.38038186916
"231",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Ruharambuga,RW3714,,1331.8953429535,1902.73292089999,1322.20935448259,1686.95789152384,1688.01168835163,586.768859889358,1168.91789586842,1220.65673499554,880.10461588949,786.797355137765,1324.69027941674,1045.31536352634,327.286645587534,1072.53566259891,1242.79146435857,1978.12338717282,762.634091280401,317.9475498721,6196.32417053607
"232",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyamasheke,RW37,Shangi,RW3715,,1360.24700118601,1991.31323364377,1259.88800908625,1762.65555994213,1876.98628985882,598.662590354681,1087.31757953763,1375.66734753549,1023.16023890674,790.087130874395,1354.39482524991,882.107258066535,391.216899778694,1153.82937972993,1485.55116280913,2087.41328664124,699.691783711314,358.323571920395,3494.83029734656
"233",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Base,RW4101,,871.084904417396,1421.05799517035,870.115804493427,1072.24556206167,1102.12467442453,429.492454238236,702.485750675201,1013.1793461442,706.42932099849,499.291572786868,901.75245642662,549.294483058155,253.921438354999,793.269995078444,964.204989314079,1389.27455532551,486.890178874135,263.905406545848,2859.50096319409
"234",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Burega,RW4102,,661.716377407312,887.4106618613,755.476783171296,877.677531078458,795.50030040741,293.591844175011,632.016399249434,615.639610685408,519.509007662535,355.285157240927,708.78639242053,458.252888247371,168.907553557307,568.60733383894,641.385380469263,845.556455105543,437.876951053739,160.357222184539,3258.69166575846
"235",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Bushoki,RW4103,,955.728377856314,1527.95713105798,959.377977117896,1224.30043931305,1227.60812442005,468.592443738133,748.814468078315,1102.78840973973,833.568650245667,656.470009751618,970.370104424655,658.870451077819,281.483099821955,969.442520551383,1068.86364033073,1539.07380738854,553.126566067338,287.246101666242,3536.37171913892
"236",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Buyoga,RW4104,,1009.39347178489,1676.76219049096,1062.9386870563,1353.01986995339,1303.91227388382,586.643551655114,915.837573237717,1218.29664810747,976.178800232708,756.608174525201,1126.33665142953,901.839040383697,317.653828907758,1061.09497219324,1206.21319775283,1675.33374640346,663.815165758133,317.332838097587,5374.68970433002
"237",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Cyinzuzi,RW4105,,739.894232481718,1030.05260279775,790.700459480286,913.29322271049,1001.40406872332,323.601435128599,670.60127838701,642.128015778959,540.364209927619,395.453708447516,727.00581151247,521.798335134983,184.88399124518,677.222423046827,702.052049040794,1087.58656725287,400.545943446457,167.256715603173,3371.90836072172
"238",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Cyungo,RW4106,,618.037474527955,1111.07174968719,646.072650030255,834.710692882538,889.042900547385,331.172630220652,561.741216823459,770.068136453629,468.16713231802,420.034645631909,629.480584517121,449.60360904038,205.271988708526,566.18547102809,779.470515042543,1048.76118600368,348.235146924853,200.581609178334,1992.54497458127
"239",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Kinihira,RW4107,,732.736310966313,1271.90894423425,725.75307059288,952.054292455316,957.846571743488,435.280362460762,667.773969627917,911.112656071782,656.505223609507,568.672549977899,761.329007163644,586.458096370101,249.990863062441,778.263528630137,949.2796189785,1262.3281840384,458.378417678177,237.319832317531,2758.99506774641
"240",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Kisaro,RW4108,,867.580662824214,1599.68379727006,992.141140766442,1220.70732840896,1261.58322674036,490.892190452665,856.70627682656,1162.44198057801,768.027921140194,609.871981147677,975.894279442728,740.511114902794,310.765820348635,883.727852486074,1180.0576845631,1579.23100221157,547.161631535739,302.784222640097,3852.49351228553
"241",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Masoro,RW4109,,1122.13961541653,1392.69277247787,1084.72669661045,1243.64163868129,1313.27445665002,461.380720250309,1107.6598367244,943.508894175291,818.422931686044,591.358326539397,1072.89163082838,821.0855294168,256.278626028448,1043.70633402467,973.155826941133,1512.57596281171,618.810460269451,245.758170161396,2989.18570723423
"242",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Mbogo,RW4110,,817.663190662861,1273.83741669357,806.696631781757,1029.03570227325,1030.94655185938,430.628721360117,727.169030539691,862.851208880544,691.656021080911,514.713575355709,812.837263479829,620.004973530769,234.212303938344,803.826908484101,889.364351592958,1287.13245141506,452.011552259326,224.749051148072,4117.24471428577
"243",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Murambi,RW4111,,1034.31712710857,1374.04208831489,978.10447190702,1122.82466767728,1126.00923606753,408.861592322588,891.120891645551,829.620820961893,747.710402324796,508.587239928544,977.014011412859,715.534129232168,228.407364146784,890.779840275645,867.321486435831,1360.34780755639,603.52750826627,216.09344117716,2973.1943083096
"244",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Ngoma,RW4112,,620.945526920259,813.376092806458,598.274894297123,701.865403369069,761.20582164824,253.100132729858,488.330841556191,468.673850804567,484.8148855865,308.454671829939,560.491089597344,460.812578588724,128.044860808179,553.904873684049,486.219240389764,851.352936148643,353.721362419426,122.076671417803,3170.46679660508
"245",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Ntarabana,RW4113,,978.194203183055,1185.88270515203,1035.18402631581,1142.56193193793,1207.22856245935,369.416141904891,851.990675598383,855.514116048813,673.014653250575,531.390418685973,987.019322320819,651.691535525024,259.531540714204,872.584174439311,985.507990270853,1332.64415493608,609.745850026608,222.837944176048,3522.96542189261
"246",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Rukozo,RW4114,,605.048548668623,1205.58118924499,674.07018391788,901.287687003613,896.696003094316,388.130555741489,586.978777527809,803.380911126733,613.77273440361,536.731112606823,672.62726162374,535.499973885715,209.655320711434,640.660545870662,796.11516687274,1258.83252483606,405.777281969786,209.258673094213,2039.82663762542
"247",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Rusiga,RW4115,,601.843347042799,842.870932996273,584.841094985604,739.53446765244,679.9004381001,263.907189242542,491.798255033791,527.076296538115,439.733448155224,358.506380937994,571.730047829449,404.299226418138,146.447263946757,546.747007638216,556.0978987813,772.770376875997,344.020717039704,137.28890177235,3156.81078525969
"248",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Shyrongi,RW4116,Shyorongi,1500.20947722346,1705.17029723525,1326.18723075837,1582.38442097604,1548.64087331295,621.23822042346,1373.46319530159,1050.55971159041,1027.7111293748,852.705102063715,1339.68556923419,990.820760957897,285.989938119426,1281.32265211642,1085.97729475796,1768.20788355172,766.740281566978,273.641971340403,4702.41678359907
"249",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Rulindo,RW41,Tumba,RW4117,,913.856641620398,1486.32005706429,868.885380968451,1174.80135798454,1097.32688765228,481.990442447364,710.626048862934,1017.51319417357,791.192442506552,612.77073482424,931.824835434556,676.756026171148,285.590556077659,895.481999970973,1084.46077765524,1483.94475747645,598.120504140854,265.034256916493,3462.35398325394
"250",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Busengo,RW4201,,1065.17368021607,1477.0793299973,1100.75601990521,1354.60216975212,1368.03076815605,529.41148327291,812.381558820605,1091.05235858262,655.540043987334,631.6943545416,1084.57914415002,696.484154887497,304.336118519306,807.979345396161,1155.64247728884,1421.39485667646,564.01825530827,284.189186248928,3834.84564389412
"251",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Coko,RW4202,,858.156863346696,1098.33053329587,894.70296292752,1035.85542260855,1000.66491615027,396.369832597673,775.423626936972,801.194955922663,650.753692276776,606.237745076418,899.766282513738,691.020439319313,210.570501601323,837.7464177683,799.590318903327,1146.67639837414,455.997145965695,208.689293760806,5595.55708542721
"252",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Cyabingo,RW4203,,888.717843130231,1277.69090205431,855.708905950189,1115.0588490665,1068.22456067801,522.164151340723,748.7533736974,947.886028543115,612.119820743799,557.247511893511,849.774963989854,661.528320468962,256.05262689665,721.666227862239,972.297604322433,1311.33248671889,470.354360491037,246.8982841447,2433.08989766119
"253",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Gakenke,RW4204,,1110.18480522186,1598.98927034438,1140.00744992495,1585.82959626615,1609.84683388472,596.933661367744,921.666425623,1133.44725343585,836.796423748136,747.341895915568,1200.77602522075,772.72729088366,299.392596939579,953.851769462228,1136.87067700177,1686.27765895426,594.327704772353,295.231891848147,4221.05861991675
"254",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Gashenyi,RW4205,,1050.49290582538,1432.83595500886,1061.71085496247,1371.29404142499,1335.44460518658,466.608025021851,892.726273834705,1037.33659148216,745.393662258983,651.633715741336,1063.6507396251,680.829359099269,265.07638393715,879.269000962377,1006.56317538023,1475.26543717086,528.952486477792,270.197714310139,4164.83584116866
"255",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Janja,RW4206,,802.149844691157,1189.93075443804,864.850979328156,1064.70950248837,1015.41334220767,435.564885184169,668.860980421305,918.466095805168,506.882937975228,436.02520082891,825.097795069218,552.495802693069,230.764210313559,670.667372152209,876.270999088883,1160.99781897664,431.737197257578,239.23520559445,3088.24573390255
"256",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Kamubuga,RW4207,,964.800027966499,1702.80313757062,1061.72604945302,1564.57401144505,1567.33228452504,468.675931207836,731.882123962045,1218.3408716768,754.700448200107,524.311677321792,1127.41053183377,597.225022159517,332.920003358275,846.795463517308,1264.18279705942,1681.80888624489,555.485351063311,317.34435679391,3485.3688731853
"257",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Karambo,RW4208,,607.664620682597,865.858474224806,624.246332511306,868.906839206815,872.981922730803,311.663069903851,458.197559542954,615.857956320047,486.753683082759,337.017810538411,668.249200120568,374.196856431663,171.89454703778,487.612571746111,652.727783203125,858.677708357573,376.654298208654,160.414087489247,2174.0305344556
"258",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Kivuruga,RW4209,,845.535889491439,1461.79586203396,978.440155312419,1292.6702196002,1254.30449356139,458.964645862579,665.400413870811,1027.46791063249,649.313012219965,518.195997819304,936.828823313117,561.915204115212,265.949476763606,758.766660496593,1009.87848941982,1487.61541576684,509.424864694476,267.627176415175,3162.0315402008
"259",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Mataba,RW4210,,755.382203057408,1022.70097905397,732.456483140588,976.588337674737,981.869055196643,391.12023184076,617.614521704614,748.445513658226,509.449122466147,400.476494602859,737.050510711968,425.313648104668,209.777214353904,540.890412390232,796.578002236784,1017.71932305396,434.913375001401,194.949513670057,3301.42705216899
"260",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Minazi,RW4211,,665.086594842374,1037.78135228157,797.813992798328,969.195963419974,926.223731227219,298.771161209792,600.401920929551,713.714771874249,544.007438674569,414.813326053321,737.827798962593,495.088706970215,170.259120861068,574.941043756902,646.517662763596,1070.6067700386,388.143617447466,185.903104284778,4753.75385197849
"261",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Mugunga,RW4212,,1068.25677035749,1379.98750507832,1083.0477193296,1219.24561448395,1213.31354182959,560.37788271904,846.044037371874,1095.90938274562,719.531187951565,593.66395932436,1057.70301103592,746.014627143741,295.833533421159,933.738072484732,1123.35598127544,1365.94263404608,561.874051347375,285.454310119152,2961.03153103435
"262",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Muhondo,RW4213,,1115.46951977164,1312.73111751676,1069.44994539022,1170.43742124736,1137.36255619675,553.052825529128,1072.53876585513,951.03716827184,865.695396922529,654.766415819526,1056.38774243742,882.827993154526,255.195049118251,960.478879436851,969.041184812784,1347.99968761206,552.415807381272,247.719077216461,5496.60823699279
"263",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Muyongwe,RW4214,,819.256378605962,1063.15376932919,768.498741656542,930.188785716891,916.552089981735,348.055104061961,711.10913708061,809.954060666263,673.300635762513,593.457709096372,733.26679123193,600.619185507298,204.515254775062,682.25653693825,776.596997305751,1117.85501858592,371.546851221472,210.970801146701,3433.85508973337
"264",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Muzo,RW4215,,1188.02787181735,1568.61808089912,1087.64969475567,1461.19279918075,1492.7594538331,595.990132473409,867.074641615152,1193.97567339242,731.467471465468,591.1228402704,1096.13347430527,636.14462441206,327.139746006578,946.652245610952,1242.23372136056,1513.31749302149,580.256060309708,310.99788152799,4651.57306385419
"265",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Nemba,RW4216,,719.843435227871,1245.29437234998,848.526203110814,1206.44415719807,1178.90972486138,430.932778909802,583.779612362385,879.982886016369,562.499475479126,495.701908439398,827.972941160202,438.543301053345,226.411379098892,671.869413048029,859.742206931114,1278.94100630283,485.731588371098,229.211388859898,2258.42357754947
"266",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Ruli,RW4217,,1020.00401520729,1320.62909205258,1074.36734694242,1198.59077199548,1174.02382650971,560.850192055106,908.364224411547,898.33130530268,778.445937246084,694.155635304749,1002.80627754331,778.81306412816,228.671316754073,887.283106483519,868.323821157217,1319.08909586072,533.944928720593,233.990633988753,4773.7082032281
"267",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Rusasa,RW4218,,901.450924992561,1301.83019721508,984.518689185381,1186.76478612423,1157.65019616485,560.117209337652,696.317365527153,1033.5513201803,683.11064876616,645.561770230532,914.162917420268,649.179746478796,265.337925758213,862.188624054193,1007.55631712079,1311.06031244993,546.489203043282,269.211738694459,3044.62984769064
"268",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gakenke,RW42,Rushashi,RW4219,,917.011998526752,1359.39245463908,970.601288661361,1096.78517888486,1039.01057682931,418.355135593563,784.800915673375,875.536520928144,708.581671766937,659.383532352746,917.64577537775,743.914633832872,235.057021332905,814.348331868649,892.571902625263,1354.1003305316,483.704060848802,228.053228266537,4064.17191569897
"269",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Musanze,RW43,Busogo,RW4301,,980.185514345765,1740.60771496594,1021.35147722065,1447.22779943049,1371.47417636216,537.333943992853,980.901581227779,1051.18899410963,670.542313858867,666.230797290802,1047.48219943047,842.699996881187,285.092366609722,811.381489619613,1082.56901302934,1777.18298570812,527.981597490609,273.805870290846,2027.65614785619
"270",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Musanze,RW43,Cyuve,RW4302,,1846.34905819595,3793.69197615981,1924.08256040514,2939.86493706703,3022.8147161603,963.436579875648,1493.42324995995,2577.31274101138,1494.85144641995,1262.95198810101,2006.60287962854,1385.83691003919,662.15334495157,1823.16098313034,2514.36654289067,3621.45335587859,1076.17228878289,671.319159060717,3339.68780788476
"271",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Musanze,RW43,Gacaca,RW4303,,1020.41234770417,1851.80420613289,1102.24137866497,1534.96087017655,1515.09186685085,568.241455614567,1496.11700043082,1226.11990660429,739.886001572013,997.154710769653,1124.86921080947,1535.34991437197,307.005859848112,910.378505021334,1165.78013831377,1830.62269362807,551.858682565391,319.370586056262,3448.4310992933
