fid,Shape_Leng,Shape_Area,ADM4_EN,ADM4_PCODE,ADM4_REF,ADM4ALT1EN,ADM4ALT2EN,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,F_25_to_29sum,F_15_to_19sum,M_15_to_19sum,F_1_to_4sum,M_0_to_1sum,F_0_to_1sum,M_30_to_34sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,F_20_to_24sum,M_5_to_9sum,M_1_to_4sum,F_30_to_34sum,M_20_to_24sum,F_5_to_9sum,F_35_to_39sum,M_25_to_29sum
"890",0.379431813511,0.00206124619637,Brahma Rajpur,"40878247",,,,Satkhira Sadar,"408782",Satkhira,"4087",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1874.3812752068,1771.64166031778,1721.56942158937,1137.60845334828,292.672955691814,283.46400520578,1520.58163191378,1860.63165208697,1741.79914243519,1525.68059016764,2066.73757231236,1689.58092324436,1173.80315439403,1726.94762189686,1456.59658612311,1608.42728553712,1706.33196689188,1562.30791093409
"891",0.32736466763,0.00262279438708,Brahmagachha,"50886113",,,,Royganj,"508861",Sirajganj,"5088",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1635.32512700558,1338.08648481965,1438.02180206776,1301.07432454824,333.544137649238,324.19566346705,1294.84135398269,1717.44566228986,1545.00481793284,1294.07997077703,1794.96828576922,1887.00617843866,1337.72233709693,1399.28932237625,1276.56801012158,1785.07498517632,1343.18927821517,1413.70835033059
"892",0.368535225982,0.00388032805893,Brahman Bazar,"60586517",,,,Kulaura,"605865",Maulvibazar,"6058",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,1694.59387797117,1936.90329089761,1889.07775686681,1473.55771584064,375.309856753796,367.174298444763,1186.21426601708,2014.90934063494,1933.23566682637,1254.42300487682,1756.9440472275,2075.31686072052,1505.22924800962,1484.9210601747,1425.65326885879,1992.11041859537,1445.50620605797,1316.74283504486
"893",0.174411830984,0.00129061945911,Brahman Para,"20191518",,,,Brahman Para,"201915",Comilla,"2019",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1359.584071666,1487.52909702063,1396.94457179308,1151.17284148932,293.313466615975,286.84390873462,836.882935479283,1630.27283763885,1587.39824351668,826.413613051176,1533.76899930835,1644.49651041627,1176.37199214101,1079.0736746192,1000.87529247999,1578.888918221,1044.69179686904,952.080524742603
"894",0.217093351534,0.00155502429344,Brahmanbaria Paurashava,"20121399",,,,Brahmanbaria Sadar,"201213",Brahamanbaria,"2012",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,6275.55838650465,6501.55819171667,6284.30238765478,6790.78927797079,1727.07835277915,1692.09738403559,3890.50531637669,7864.75042998791,7750.53818047047,3919.26262181997,6891.75137585402,9254.34233427048,6926.67339122295,5275.98410493135,4517.59346079826,8742.10838782787,4845.61129623652,4208.7462875545
"895",0.214180868355,0.00150950117503,Brahmandi,"30670229",,,,Araihazar,"306702",Narayanganj,"3067",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,3159.35572302341,3072.08649051189,2924.93230944872,1991.84801915288,514.12722646445,496.319438233972,2784.61853596568,2766.34785985947,2611.79700002074,2569.50780263543,3599.12152826786,2718.03844898939,2061.97440493107,2411.50556871295,3003.17310851812,2582.66075134277,2223.80816498399,3195.21239495277
"896",0.380281085677,0.00200760474765,Brahmapur,"50696326",,,,Natore Sadar,"506963",Natore,"5069",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1048.09415501356,795.63130839169,873.315555885434,626.935768797994,161.048509988934,156.216943651438,855.151603087783,926.798642575741,835.093278884888,859.76329651475,1045.40928944945,886.995978355408,645.906157255173,911.181723311543,754.44123852253,844.557075917721,899.530626729131,888.1886626333
"897",0.332277151751,0.00224123914348,Bri-lahiribari,"50763331",,,,Faridpur,"507633",Pabna,"5076",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1232.63984690607,985.038419678807,1060.59192477167,881.692177653313,225.325219418854,219.695965010673,983.985229924321,1204.91753749549,1096.63005286455,951.765953749418,1294.58943244815,1214.66477690637,903.696211099625,1046.29191400111,920.955166757107,1152.60613843799,985.17250533402,1039.82259646058
"898",0.221647802931,0.00104678378806,Budbari Bazar,"60913820",,,,Golabganj,"609138",Sylhet,"6091",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,578.619581520557,724.261845648289,742.227150797844,567.754443287849,145.428548000753,141.47041529417,444.070765510201,752.389047086239,711.799484878778,436.720335543156,638.770623236895,774.863077431917,583.260224670172,499.328207224607,603.076556533575,744.048292726278,464.267831042409,521.052844911814
"899",0.222541181841,0.000765150393012,Budhal,"20121394",,,,Brahmanbaria Sadar,"201213",Brahamanbaria,"2012",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1392.00664925575,1442.13656979799,1393.94619053602,1506.29206621647,383.090141281486,375.330873072147,862.968509763479,1744.51167446375,1719.17780053616,869.347281366587,1528.68687599897,2052.74260312319,1536.4330676198,1170.28708666563,1002.06543308496,1939.12195140123,1074.82437649369,933.558808922768
"900",0.277370368545,0.00208285820113,Budhanti,"20120728",,,,Bijoynagar,"201207",Brahamanbaria,"2012",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,2303.32356664538,2386.8871807456,2307.40052530169,2492.18789422512,633.839682489634,620.991822630167,1429.47216685116,2885.68327561021,2843.13886296749,1440.51042725146,2528.90145331621,3396.0234850049,2542.09686616063,1936.99244205654,1659.90199740231,3208.12673693895,1779.4082840085,1546.71817398071
"901",0.290691957992,0.00294931410454,Budhhata,"40870434",,,,Assasuni,"408704",Satkhira,"4087",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1672.98287683725,1581.28241936862,1536.59033861756,1015.37477295846,261.225850600749,253.006383072585,1357.19827461243,1660.71062070131,1554.64641971886,1361.74935947359,1844.6708842963,1508.03894008696,1047.68042635918,1541.39066369832,1300.08828788996,1435.60509353876,1522.99011769891,1394.44114978611
"902",0.29087550058,0.00209208331853,Bukabunia,"10041947",,,,Bamna,"100419",Barguna,"1004",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,1175.4346588999,835.212952956557,875.541770920157,790.312051296234,200.324628613889,196.926301807165,883.026043772697,1208.42773872614,1084.45253092051,903.878820240498,1093.23103576899,1146.202439785,803.428061425686,1039.3972414583,685.737187191844,1111.86128203571,985.281053960323,827.533129319549
"903",0.413091440273,0.00308642638298,Bulakipur,"55274319",,,,Ghoraghat,"552743",Dinajpur,"5527",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1252.7349678129,1011.70484255254,1135.71796527505,852.35204783082,220.007285449654,212.3851294294,1025.86201201379,1211.70978322625,1101.72347523272,1022.19599592686,1239.70162552595,1188.66839540005,882.367952093482,1066.65809646249,917.240437567234,1127.3089043051,1053.61259679496,1048.03347799182
"904",0.481466487509,0.00447299655057,Bulla,"60366827",,,,Lakhai,"603668",Habiganj,"6036",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,1617.56905884296,1722.37111385167,1691.72669433802,1725.0787910223,439.66911284253,429.847128549591,1141.588237755,1944.69538141787,1858.10655976087,1192.31421209127,1721.22205438465,2329.55034159124,1763.35045244545,1408.08683525026,1321.83905059844,2206.95642507076,1330.94598069042,1261.53526604176
"905",0.316716522193,0.00222917818525,Bulla,"60367134",,,,Madhabpur,"603671",Habiganj,"6036",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,1099.71833485365,1175.31430977583,1152.05202877522,1175.87790024281,299.642958387733,292.999799191952,771.73947493732,1324.17430356145,1267.56610187888,805.084951043129,1173.50778362155,1586.25085416436,1201.75725403428,956.376008689404,897.387451037765,1502.86497607827,902.970108866692,853.372561886907
"906",0.208084885052,0.00087345046765,Bulta,"30676825",,,,Rupganj,"306768",Narayanganj,"3067",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,2328.7212998271,2264.39625406265,2155.93075209856,1468.16607767344,378.956701286137,365.830805160105,2052.50724506378,2039.04015749693,1925.12266224623,1893.95182687044,2652.86713653803,2003.43189871311,1519.85535848141,1777.49037504196,2213.60106194019,1903.64670616388,1639.14098227024,2355.15080010891
"907",0.273071486936,0.00193296684089,Bunagati,"40558523",,,,Shalikha,"405585",Magura,"4055",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,719.891722977161,598.573853477836,639.115782901645,507.209824740887,131.192181762308,126.384192675352,562.474835425615,797.573664084077,725.672941967845,564.798156619072,712.634995892644,752.970416799188,526.163411706686,650.260440915823,494.195019334555,708.796352297068,620.502502515912,560.010402277112
"908",0.268032166017,0.00216510544357,Bura Mazumdar,"10044735",,,,Betagi,"100447",Barguna,"1004",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,774.524408683181,530.749456703663,560.568443536758,516.39255271852,130.99087959528,128.672308653593,582.569354698062,783.722748324275,699.35161267221,594.909891843796,714.251419231296,747.632877111435,525.356010854244,680.488630473614,441.350260138512,725.793789699674,642.218747541308,543.306525781751
"909",0.413638605341,0.00350659874543,Buraburi,"55499422",,,,Ulipur,"554994",Kurigram,"5549",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1397.12885588408,997.221737116575,1064.94738838822,1046.42133527994,270.936739705503,260.742404341698,1010.87317672372,1400.00932142138,1259.71890652925,992.357383780181,1399.80720810592,1465.41847227514,1086.62722061574,1182.55397174507,840.251217052341,1400.03025190532,1108.87563698739,1020.87991701066
"910",0.339225968083,0.00288782742198,Buraburi,"55779054",,,,Tentulia,"557790",Panchagarh,"5577",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1242.17226217687,1079.04031930119,1206.51907043159,953.147404640913,246.904817124829,237.500846652314,1003.83876596391,1246.9700242281,1183.51298081875,1000.85272581875,1256.06357929111,1332.51398856938,990.244082033634,1033.48265708238,935.034923501313,1264.0148293227,1033.45888537169,1050.57358779013
"911",0.369278963424,0.00233660295261,Buraich,"30290331",,,,Alfadanga,"302903",Faridpur,"3029",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,1264.60538031161,1175.87990084291,1212.05741883814,986.379931658506,250.828570339829,245.781552553177,932.951858758926,1465.68279115856,1401.71321490407,951.366346105933,1335.7866050601,1439.99834449589,1005.98082852364,1110.91141104698,947.341960474849,1371.73088462651,1068.29166656733,994.620808362961
"912",0.401763637263,0.00518853573668,Burail,"50106731",,,,Nandigram,"501067",Bogra,"5010",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,2489.76171267033,1864.32032296062,2053.46077775955,1513.86261043698,392.99155760929,377.217257548124,1942.80146606266,2214.31996712089,1955.27829651535,2032.55760221183,2485.94593702257,2149.59257228673,1576.14415054768,2120.663818717,1845.24448753893,2002.64408443868,2117.82668718696,2115.10117690265
"913",0.38804504781,0.00370381799467,Buri Goalini,"40878623",,,,Shyamnagar,"408786",Satkhira,"4087",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,729.77218824625,689.771514423192,670.276373490691,442.916828870773,113.949379580095,110.363963954151,592.023725278676,724.418905854225,678.152619592845,594.008954964578,804.664248451591,657.821960568428,457.008884847164,672.370323583484,567.111767247319,626.225579038262,664.343817695975,608.269447095692
"914",0.204486090911,0.00137476474107,Burichang,"20191831",,,,Burichang,"201918",Comilla,"2019",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1582.60829871893,1731.5412389338,1626.09736180305,1340.00958955288,341.428187914193,333.897373266518,974.164014816284,1897.70046192408,1847.79277944565,961.977318793535,1785.3662686646,1914.25736674666,1369.3423705101,1256.0833748281,1165.05744349957,1837.88759660721,1216.06154593825,1108.25845275819
"915",0.260574065395,0.00187354424471,Buriganj,"50109423",,,,Shibganj,"501094",Bogra,"5010",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1368.48616996408,1024.2869926393,1128.41710188985,832.522701308131,216.198458287865,207.444141965359,1066.130448699,1217.38877496123,1074.20038709044,1117.00685381889,1366.48186567426,1182.30600744486,867.092253744602,1164.78394660354,1015.45094767213,1100.61269783974,1163.7094565928,1162.69769075513
"916",0.536054078159,0.00843390732184,Burighat,"20847519",,,,Naniarchar,"208475",Rangamati,"2084",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,896.970131245442,802.728079846129,909.955593035556,691.362876084633,179.810233536409,172.270599119365,845.292257542722,1029.27823642455,924.803820980713,838.866728290915,917.533049750142,1054.30760721117,721.152468841523,763.746658608317,822.146141346544,971.370489925146,698.586248426698,913.735086929053
"917",0.362888566989,0.00218376961546,Burimari,"55527015",,,,Patgram,"555270",Lalmonirhat,"5552",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,904.861181259155,718.414048954844,798.463245883584,693.934015735984,178.02453482151,172.911259505898,707.422499999404,958.502420932055,878.931331455708,703.014867112041,902.614125996828,1038.223009184,713.990642726421,740.546715900302,613.618266835809,970.610613510013,727.192719250917,721.739767342806
"918",0.548728668353,0.00370691936517,Buripota,"40578738",,,,Meherpur Sadar,"405787",Meherpur,"4057",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,2304.70936045051,1793.50854067504,1870.90879403055,1315.68948368728,336.770323440433,327.837393209338,1873.67207507789,2128.89714075625,1918.40037336946,1935.46148213744,2234.03695939481,1803.56251229346,1350.66141302884,2182.12662085891,1596.39543795586,1754.38309399784,2158.39913809299,1840.58425091207
"919",0.367431741258,0.00303179825781,Burir Char,"10042838",,,,Barguna Sadar,"100428",Barguna,"1004",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,1584.1380521208,1081.14605943859,1142.69712692499,1053.12869243324,267.150005955249,262.413738433272,1191.44697958231,1598.04395386577,1425.65493808687,1216.89963199198,1459.3713734746,1523.53875032067,1071.43994948268,1391.77870741487,901.143201366067,1479.14661885798,1314.45617444813,1110.77672401071
"920",0.101359525235,0.000365166301949,Burir Char,"20153710",,,,Hathazari,"201537",Chittagong,"2015",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,2054.6965944767,2380.2977155447,2258.8743737936,1438.06147420406,371.034254789352,358.329492822289,1633.20406591892,2221.42208790779,2077.59350287914,1555.32553100586,2404.50377845764,2011.77993607521,1488.0813421607,1653.96545088291,2070.29799735546,1907.15161919594,1557.6652340889,1868.67659282684
"921",0.372197532931,0.00650072384356,Burir Char,"20753615",,,,Hatiya,"207536",Noakhali,"2075",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,3680.9038862586,4388.24971129,3930.53710542619,3431.53405603766,882.36614716053,855.053719066083,2281.73807954788,4742.78951567411,4579.88650473952,2289.67688404024,4135.26389251649,4905.31148296595,3538.84482961893,3015.75452286005,2753.40398852527,4663.47582897544,2846.08747550845,2611.8140617162
"922",0.279662246733,0.00251404556914,Burirdanga,"40015827",,,,Mongla,"400158",Bagerhat,"4001",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,747.455608412623,665.920841429383,675.317843057215,504.914422087371,129.597940421663,125.812235386111,626.864613521844,840.324095986784,789.216321118176,652.023863326758,741.112548962235,753.533206686378,519.769468758255,702.30651563406,544.967224687338,718.41988991946,688.829886928201,600.793216727674
"923",0.340842531323,0.00291608364197,Burishwar,"20129014",,,,Nasirnagar,"201290",Brahamanbaria,"2012",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1931.52750588953,2002.21637842059,1935.81281337142,2089.66491310298,531.475758630782,520.693012520671,1200.26530576497,2418.96280422807,2382.66166815162,1210.00457490981,2120.11009317636,2847.24199081957,2131.55297467113,1624.87125721574,1393.76855874807,2689.78377372026,1493.09931761026,1299.02693101764
"924",0.153969795567,0.00130713460062,Burumchhara,"20150447",,,,Anowara,"201504",Chittagong,"2015",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1374.54206612706,1592.36130294204,1511.13204216957,962.028165236115,248.212896861136,239.71371954307,1092.57381421328,1486.07737249136,1389.85954871774,1040.47496917844,1608.55457168818,1345.83186940849,995.49024194479,1106.4626762867,1384.9790302217,1275.83807107806,1042.04017271101,1250.09921139479
"925",0.247477351973,0.00154916528813,Burunga,"60910820",,,,Balaganj,"609108",Sylhet,"6091",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,798.000044465065,998.861780658364,1023.63853180408,783.015448316932,200.56698974967,195.108152762055,612.437777042389,1037.65325586498,981.674382776022,602.300473771989,880.957026541233,1068.64819385111,804.400162443519,688.645776569843,831.729749068618,1026.15015073121,640.29245094955,718.607193276286
"926",0.269171602802,0.00269165976546,Chaitrakul,"55857635",,,,Pirganj,"558576",Rangpur,"5585",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1023.3262206614,805.700548708439,884.965400978923,706.651942104101,182.567904677242,176.080258980393,819.038615241647,1012.84034278989,931.181072026491,831.789079278708,1044.18718275428,1042.40026347339,732.212480440736,872.426461979747,752.34040209651,979.625125691295,855.782650649548,847.940556272864
"927",0.286620690057,0.0015153969869,Chak Barkat,"50384732",,,,Joypurhat Sadar,"503847",Joypurhat,"5038",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,740.6215621382,529.912994116545,586.88833488524,410.899848408997,104.910900585353,102.3861144986,622.448019847274,628.874239906669,564.989000409842,643.454362004995,703.978685125709,583.04131449759,420.758879303932,677.046817258,510.159466043115,550.464646175504,672.399585679173,627.127911180258
"928",0.332399241787,0.00311751536683,Chak Kirti,"50708811",,,,Shibganj,"507088",Nawabganj,"5070",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1964.70292785764,2026.70344415307,1957.13635987043,1548.72891530395,391.875644564629,385.905061542988,1549.57401530445,2224.9202452302,2135.53152894974,1519.5098246783,2238.87835863233,2145.47256138921,1571.66859990358,1826.64385223389,1632.64034035802,2046.56837904453,1736.3527790308,1590.38658972085
"929",0.253503707909,0.00190288708046,Chak Mirpur,"30561028",,,,Daulatpur,"305610",Manikganj,"3056",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,1494.25215105712,1162.35104455054,1177.72036479414,1001.28722175956,255.661789685488,249.496087491512,1079.22251033783,1449.28618645668,1348.58742527664,1159.89482328296,1504.26314032078,1437.25770224631,1025.36505654454,1359.2463464886,1002.91966356337,1385.26993387938,1344.02717517316,1070.31084507704
"930",0.305988577118,0.00176451127039,Chak Radha,"30687631",,,,Shibpur,"306876",Narsingdi,"3068",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,1231.01411691308,1198.39668613672,1241.81858247519,1036.46029141545,266.204619850963,258.26036791876,909.644081741571,1445.04018542171,1347.63089850545,898.482504993677,1339.24807220697,1525.48635196686,1067.64848595858,1051.01261875033,1010.0482929945,1439.09900251031,1004.75464634597,986.612608030438
"931",0.433316542951,0.00312889996559,Chakamaiya,"10786611",,,,Kala Para,"107866",Patuakhali,"1078",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,983.170192405581,768.505510374904,794.242384158075,721.255500823259,182.789741851389,179.719097014517,741.328120365739,1100.60504415631,989.72074533999,752.413598686457,938.772295624018,1069.67223846912,733.102100916207,864.396655440331,593.69756411016,1036.01404806972,795.322581574321,699.372120767832
"932",0.108093061548,0.000373184706098,Chakaria Paurashava,"20221699",,,,Chakaria,"202216",Cox's Bazar,"2022",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1448.97800654173,1638.12396770716,1731.83341282606,1486.30885863304,386.075255289674,370.351559251547,1149.54177302122,1974.1675825119,1893.28914892673,1058.75051575899,1639.48290038109,2087.86515426636,1548.40522181988,1079.01356339455,1391.65012806654,1972.65577042103,962.625044703484,1308.33930039406
"933",0.196675483818,0.00140835949384,Chakhar,"10061042",,,,Banari Para,"100610",Barisal,"1006",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,726.945705920458,761.674936056137,747.423069298267,565.4468973279,142.423221480101,140.895436558872,534.323138102889,937.998011112213,897.106693774462,555.339493557811,765.973175168037,860.289425849915,571.206973344088,668.220229759812,537.218423113227,821.192722737789,651.544323354959,542.966784954071
"934",0.283938888646,0.00209456200512,Chakirpashar,"55497721",,,,Rajarhat,"554977",Kurigram,"5549",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1436.33869713545,1025.20835217834,1094.83469459414,1075.78871664405,278.540466926992,268.060031861067,1039.24291297793,1439.30000266433,1295.0723952055,1020.20748369396,1439.09221869707,1506.54483368993,1117.12296268344,1215.74185934663,863.832518339157,1439.32152074575,1139.99577108026,1049.53048810363
"935",0.233927386387,0.00157235423297,Chakla,"50761615",,,,Bera,"507616",Pabna,"5076",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1009.63628408313,806.241441860795,868.132473051548,719.712618112564,183.910314515233,179.334649987519,806.164940014482,984.695801585913,896.538017660379,778.990339636803,1058.9234597981,989.74110725522,737.596326798201,856.791864871979,753.31330896914,939.276898503304,806.263654053211,851.061815142632
"936",0.780971143032,0.00371888559339,Chaklarhat,"55777323",,,,Panchagarh Sadar,"557773",Panchagarh,"5577",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1648.52588425577,1432.02834982425,1601.20941098034,1264.95190277696,327.675149984658,315.194844514132,1332.22600436211,1654.89314490557,1570.67730629444,1328.26313713938,1666.96148899198,1768.42123022676,1314.18407208472,1371.56734313071,1240.91426045448,1677.51384289563,1371.53579603136,1394.2492563501
"937",0.236874340673,0.000651907087983,Chakmarkul,"20226613",,,,Ramu,"202266",Cox's Bazar,"2022",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,688.612586379051,778.502348601818,823.036842375994,706.35370644927,183.478478781879,176.005945876241,546.308452740312,938.203781545162,899.767099946737,503.160798788071,779.148170530796,992.237439483404,735.864395856857,512.790613144636,661.368074983358,937.48530960083,457.478110998869,621.775421202183
"938",0.618475590443,0.00691830474093,Chakua,"45723813",,,,Khaliajuri,"457238",Netrakona,"4572",Mymensingh,"45",Bangladesh,BD,2015/01/01,2018/04/10,,1319.06718996167,1123.63546064124,1244.82949478179,1362.14684973657,347.172127874568,339.413429442793,1002.44102467597,1660.26125465333,1508.9971408695,1008.30066357553,1304.22709432989,1917.27443931997,1392.3792084977,1182.38375173137,967.557037174702,1816.3284118697,1064.865249075,1011.34543633834
"939",0.243074520376,0.00186536711469,Chala,"30562836",,,,Harirampur,"305628",Manikganj,"3056",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,863.287557944655,675.937328889966,679.105229184031,578.827977016568,147.999906301498,144.229658838362,625.424638986588,836.181997984648,784.752221733332,674.753469407558,865.505743697286,829.309973865747,593.572990447283,789.000608578324,579.123556867242,801.645746931434,778.614724308252,616.275271356106
"940",0.249086185259,0.00123530975215,Chalak Char,"30685227",,,,Manohardi,"306852",Narsingdi,"3068",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,1108.73541888595,1079.35793212056,1118.46665924788,933.506951898336,239.762068398297,232.606932342052,819.28760778904,1301.50191965699,1213.76846125722,809.23473149538,1206.21831318736,1373.95723390579,961.597170352936,946.61377248168,909.718500912189,1296.15088385344,904.950681686401,888.610723227262
"941",0.331250085777,0.00246790137559,Chalbala,"55523923",,,,Kaliganj,"555239",Lalmonirhat,"5552",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1479.42024448514,1174.5849095881,1305.4628880918,1134.56080812216,291.06464747712,282.704599760473,1156.61406494677,1567.1220240593,1437.02573657036,1149.40771949291,1475.74638018012,1697.46273878217,1167.35277639329,1210.77113926411,1003.24702353776,1586.91854679585,1188.93776544929,1180.02235679328
"942",0.239907892109,0.00150478136574,Chalibhanga,"20197521",,,,Meghna,"201975",Comilla,"2019",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,555.505386590958,603.047808945179,566.8160597682,461.941878646612,117.782044075429,115.104534476995,352.276236847043,653.524245470762,635.330306082964,345.650224268436,627.105535417795,658.334311842918,472.380279749632,439.711287796497,417.28044141829,631.738277941942,424.336404979229,401.103244811296
"943",0.402104306072,0.00226263205783,Chalishia,"40410452",,,,Abhaynagar,"404104",Jessore,"4041",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1182.51872475445,1028.04170915484,1060.83233608305,719.969155661762,185.450399123132,179.39857108891,955.422056019306,1146.63656681776,1063.1700540036,995.435685753822,1231.04624281824,1011.51546284556,743.773060902953,1052.20009455085,914.851569473743,965.535961523652,1046.95401702821,1001.20468959212
"944",0.566787683386,0.00268723012345,Chalitabunia,"10785732",,,,Galachipa,"107857",Patuakhali,"1078",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,506.898304611444,404.464895006269,416.680632572621,377.57978272438,95.6778112817556,94.0835760943592,382.369025040418,576.641987934709,519.143638506532,387.686180219054,486.800405472517,561.987744517624,383.728341449052,445.713265758008,309.005097530782,544.118197418749,408.318068999797,361.423140518367
"945",0.383038049765,0.00249007762801,Chalitadanga,"50885017",,,,Kazipur,"508850",Sirajganj,"5088",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1769.19135984778,1444.40165764093,1553.2089869678,1398.93713130057,358.725801497698,348.580663405359,1400.24810367823,1850.62098899484,1664.10189506412,1401.16165441275,1937.3298035562,2028.09318366647,1438.7166903615,1513.62543454766,1379.28548911214,1917.93959203362,1454.48008283973,1528.74750906229
"946",0.27722917322,0.00230234944548,Challisha,"45727415",,,,Netrokona Sadar,"457274",Netrakona,"4572",Mymensingh,"45",Bangladesh,BD,2015/01/01,2018/04/10,,1492.8049043268,1248.92237941921,1388.89744354784,1515.86299653351,386.406709749252,377.715705700219,1134.12576597929,1867.8489215076,1693.83846342564,1138.77691878378,1470.31320500374,2155.22702607512,1549.73462708294,1340.78730401397,1074.17255058885,2040.15227079391,1205.27058577538,1135.3693484515
"947",0.0741435342886,0.000234748710659,Chalna Paurashava,"40471799",,,,Dacope,"404717",Khulna,"4047",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,49.801377736032,44.76042714715,47.0726586952806,29.3901466950774,7.59062170051038,7.32330048270524,42.9080077856779,49.4459746479988,44.9695307612419,42.5354543626308,53.7354668900371,42.4329158142209,30.443179987371,44.9053843468428,43.2440353855491,40.3283224031329,43.1463098376989,43.4158846735954
"948",0.419955409587,0.00556457334107,Chaluabari,"50108119",,,,Sariakandi,"501081",Bogra,"5010",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1073.15029748529,802.168269984424,883.227661803365,655.207949265838,170.135609697551,163.261675454676,835.63174571842,956.063579127192,843.769233874977,874.905340820551,1071.46582817286,930.806192792952,682.351160369813,913.210585907102,793.803159631789,866.629788815975,911.815433099866,910.37564060092
"949",0.290220686389,0.00241145444513,Chaluahati,"40416111",,,,Manirampur,"404161",Jessore,"4041",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1434.56762883067,1247.16448575258,1286.94429644942,873.427559167147,224.978373516351,217.63662385568,1159.06625714898,1391.0373391211,1289.78028988838,1207.60862478614,1493.43858271837,1227.11573880911,902.305168032646,1276.47212919593,1109.8483428508,1171.33590000868,1270.10787311196,1214.60726633668
"950",0.599098363388,0.00616855618734,Chamardani,"60903223",,,,Dharampasha,"609032",Sunamganj,"6090",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,1603.26893497258,1614.91105253249,1731.29438379407,1937.57148891687,493.208681244403,482.795067619532,1222.25653321296,2139.65390165895,1986.77333320677,1251.10684260726,1647.7404159531,2490.3020889163,1978.07791286707,1407.85364579409,1404.50980184227,2376.74506761134,1292.66033241153,1330.00499070436
